Player,Age,Team,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb,Awards
Diontae Johnson,26.0,PIT,17.0,17.0,147.0,86.0,882.0,10.3,0.0,45.0,49.0,37.0,5.1,51.9,58.5,6.0,1.0,
T.J. Hockenson,25.0,2TM,17.0,14.0,129.0,86.0,914.0,10.6,6.0,44.0,47.3,81.0,5.1,53.8,66.7,7.1,1.0,PB
Christian McCaffrey,26.0,2TM,17.0,16.0,108.0,85.0,741.0,8.7,5.0,36.0,52.8,49.0,5.0,43.6,78.7,6.9,1.0,"PB,AP OPoY-7,AP CPoY-2"
Christian Kirk,26.0,JAX,17.0,17.0,133.0,84.0,1108.0,13.2,8.0,55.0,52.6,49.0,4.9,65.2,63.2,8.3,1.0,
Tyler Lockett,30.0,SEA,16.0,16.0,117.0,84.0,1033.0,12.3,9.0,50.0,60.7,40.0,5.3,64.6,71.8,8.8,2.0,
Garrett Wilson,22.0,NYJ,17.0,12.0,147.0,83.0,1103.0,13.3,4.0,56.0,47.6,60.0,4.9,64.9,56.5,7.5,2.0,AP ORoY-1
Zay Jones,27.0,JAX,16.0,15.0,121.0,82.0,823.0,10.0,5.0,44.0,54.5,59.0,5.1,51.4,67.8,6.8,0.0,
Brandon Aiyuk,24.0,SFO,17.0,17.0,114.0,78.0,1015.0,13.0,8.0,47.0,59.6,54.0,4.6,59.7,68.4,8.9,1.0,
Amari Cooper,28.0,CLE,17.0,17.0,132.0,78.0,1160.0,14.9,9.0,61.0,53.0,55.0,4.6,68.2,59.1,8.8,0.0,
JuJu Smith-Schuster,26.0,KAN,16.0,14.0,101.0,78.0,933.0,12.0,3.0,47.0,67.3,53.0,4.9,58.3,77.2,9.2,3.0,
Mike Evans,29.0,TAM,15.0,15.0,127.0,77.0,1124.0,14.6,6.0,53.0,54.3,63.0,5.1,74.9,60.6,8.9,0.0,
Terry McLaurin,27.0,WAS,17.0,17.0,120.0,77.0,1191.0,15.5,5.0,56.0,55.0,52.0,4.5,70.1,64.2,9.9,1.0,PB
Cooper Kupp,29.0,LAR,9.0,9.0,98.0,75.0,812.0,10.8,6.0,42.0,62.2,75.0,8.3,90.2,76.5,8.3,2.0,
Jaylen Waddle,24.0,MIA,17.0,17.0,117.0,75.0,1356.0,18.1,8.0,60.0,54.7,84.0,4.4,79.8,64.1,11.6,1.0,
Tee Higgins,23.0,CIN,16.0,14.0,109.0,74.0,1029.0,13.9,7.0,47.0,59.6,59.0,4.6,64.3,67.9,9.4,0.0,
Mark Andrews,27.0,BAL,15.0,15.0,113.0,73.0,847.0,11.6,5.0,48.0,56.6,36.0,4.9,56.5,64.6,7.5,1.0,PB
Evan Engram,28.0,JAX,17.0,14.0,98.0,73.0,766.0,10.5,4.0,33.0,55.1,36.0,4.3,45.1,74.5,7.8,0.0,
Leonard Fournette,27.0,TAM,16.0,9.0,83.0,73.0,523.0,7.2,3.0,26.0,55.4,44.0,4.6,32.7,88.0,6.3,0.0,
Tyler Higbee,29.0,LAR,17.0,17.0,108.0,72.0,620.0,8.6,3.0,32.0,51.9,26.0,4.2,36.5,66.7,5.7,0.0,
Drake London,21.0,ATL,17.0,15.0,117.0,72.0,866.0,12.0,4.0,48.0,56.4,40.0,4.2,50.9,61.5,7.4,3.0,
Chris Olave,22.0,NOR,15.0,9.0,119.0,72.0,1042.0,14.5,4.0,48.0,53.8,53.0,4.8,69.5,60.5,8.8,2.0,AP ORoY-4
Josh Palmer,23.0,LAC,16.0,11.0,107.0,72.0,769.0,10.7,3.0,39.0,55.1,50.0,4.5,48.1,67.3,7.2,1.0,
Adam Thielen,32.0,MIN,17.0,17.0,107.0,70.0,716.0,10.2,6.0,45.0,49.5,36.0,4.1,42.1,65.4,6.7,0.0,
Rhamondre Stevenson,24.0,NWE,17.0,7.0,88.0,69.0,421.0,6.1,1.0,13.0,39.8,40.0,4.1,24.8,78.4,4.8,4.0,
Marquise Brown,25.0,ARI,12.0,10.0,107.0,67.0,709.0,10.6,3.0,33.0,44.9,47.0,5.6,59.1,62.6,6.6,1.0,
Jerry Jeudy,23.0,DEN,15.0,14.0,100.0,67.0,972.0,14.5,6.0,41.0,52.0,67.0,4.5,64.8,67.0,9.7,0.0,
Jakobi Meyers,26.0,NWE,14.0,13.0,96.0,67.0,804.0,12.0,6.0,38.0,56.3,48.0,4.8,57.4,69.8,8.4,2.0,
Keenan Allen,30.0,LAC,10.0,10.0,89.0,66.0,752.0,11.4,4.0,39.0,56.2,46.0,6.6,75.2,74.2,8.4,1.0,
DeAndre Hopkins,30.0,ARI,9.0,9.0,96.0,64.0,717.0,11.2,3.0,35.0,54.2,33.0,7.1,79.7,66.7,7.5,2.0,
Curtis Samuel,26.0,WAS,17.0,12.0,92.0,64.0,656.0,10.3,4.0,36.0,46.7,49.0,3.8,38.6,69.6,7.1,1.0,
Courtland Sutton,27.0,DEN,15.0,15.0,109.0,64.0,829.0,13.0,2.0,38.0,46.8,51.0,4.3,55.3,58.7,7.6,0.0,
Parris Campbell,25.0,IND,17.0,16.0,91.0,63.0,623.0,9.9,3.0,32.0,54.9,49.0,3.7,36.6,69.2,6.8,1.0,
Pat Freiermuth,24.0,PIT,16.0,8.0,98.0,63.0,732.0,11.6,2.0,37.0,53.1,57.0,3.9,45.8,64.3,7.5,0.0,
D.J. Moore,25.0,CAR,17.0,17.0,118.0,63.0,888.0,14.1,7.0,44.0,43.2,62.0,3.7,52.2,53.4,7.5,0.0,
Mike Williams,28.0,LAC,13.0,13.0,93.0,63.0,895.0,14.2,4.0,39.0,59.1,55.0,4.8,68.8,67.7,9.6,0.0,
Donovan Peoples-Jones,23.0,CLE,17.0,14.0,96.0,61.0,839.0,13.8,3.0,33.0,50.0,42.0,3.6,49.4,63.5,8.7,1.0,
George Kittle,29.0,SFO,15.0,15.0,86.0,60.0,765.0,12.8,11.0,36.0,58.1,54.0,4.0,51.0,69.8,8.9,1.0,"PB,AP-2"
Allen Lazard,27.0,GNB,15.0,15.0,100.0,60.0,788.0,13.1,6.0,45.0,55.0,47.0,4.0,52.5,60.0,7.9,0.0,
Joe Mixon,26.0,CIN,14.0,14.0,75.0,60.0,441.0,7.4,2.0,17.0,50.7,35.0,4.3,31.5,80.0,5.9,0.0,
K.J. Osborn,25.0,MIN,17.0,9.0,90.0,60.0,650.0,10.8,5.0,32.0,58.9,66.0,3.5,38.2,66.7,7.2,1.0,
Aaron Jones,28.0,GNB,17.0,17.0,72.0,59.0,395.0,6.7,5.0,19.0,44.4,30.0,3.5,23.2,81.9,5.5,5.0,
Tyler Boyd,28.0,CIN,16.0,14.0,82.0,58.0,762.0,13.1,5.0,42.0,62.2,60.0,3.6,47.6,70.7,9.3,0.0,
Tyler Conklin,27.0,NYJ,17.0,16.0,87.0,58.0,552.0,9.5,3.0,25.0,44.8,30.0,3.4,32.5,66.7,6.3,2.0,
Gerald Everett,28.0,LAC,16.0,11.0,87.0,58.0,555.0,9.6,4.0,29.0,48.3,26.0,3.6,34.7,66.7,6.4,0.0,
David Njoku,26.0,CLE,14.0,14.0,80.0,58.0,628.0,10.8,4.0,36.0,61.3,38.0,4.1,44.9,72.5,7.9,1.0,
Saquon Barkley,25.0,NYG,16.0,16.0,76.0,57.0,338.0,5.9,0.0,10.0,38.2,41.0,3.6,21.1,75.0,4.4,1.0,"PB,AP CPoY-3"
Brandin Cooks,29.0,HOU,13.0,13.0,93.0,57.0,699.0,12.3,3.0,29.0,47.3,44.0,4.4,53.8,61.3,7.5,0.0,
Mack Hollins,29.0,LVR,17.0,16.0,94.0,57.0,690.0,12.1,4.0,34.0,51.1,60.0,3.4,40.6,60.6,7.3,0.0,
Richie James,27.0,NYG,17.0,4.0,70.0,57.0,569.0,10.0,4.0,29.0,61.4,33.0,3.4,33.5,81.4,8.1,3.0,
Alvin Kamara,27.0,NOR,15.0,13.0,77.0,57.0,490.0,8.6,2.0,17.0,46.8,54.0,3.8,32.7,74.0,6.4,4.0,
Dalton Schultz,26.0,DAL,15.0,15.0,89.0,57.0,577.0,10.1,5.0,27.0,55.1,30.0,3.8,38.5,64.0,6.5,1.0,
Jerick McKinnon,30.0,KAN,17.0,0.0,71.0,56.0,512.0,9.1,9.0,28.0,54.9,56.0,3.3,30.1,78.9,7.2,1.0,AP CPoY-12
Deebo Samuel,26.0,SFO,13.0,12.0,94.0,56.0,632.0,11.3,2.0,25.0,47.9,57.0,4.3,48.6,59.6,6.7,3.0,
Dallas Goedert,27.0,PHI,12.0,12.0,69.0,55.0,702.0,12.8,3.0,40.0,69.6,31.0,4.6,58.5,79.7,10.2,1.0,
Josh Jacobs,24.0,LVR,17.0,17.0,64.0,53.0,400.0,7.5,0.0,16.0,50.0,43.0,3.1,23.5,82.8,6.3,3.0,"PB,AP-1,AP OPoY-5"
Robert Tonyan,28.0,GNB,17.0,3.0,67.0,53.0,470.0,8.9,2.0,20.0,53.7,24.0,3.1,27.6,79.1,7.0,0.0,
Robert Woods,30.0,TEN,17.0,15.0,91.0,53.0,527.0,9.9,2.0,31.0,50.5,41.0,3.1,31.0,58.2,5.8,1.0,
Greg Dortch,24.0,ARI,16.0,4.0,64.0,52.0,467.0,9.0,2.0,19.0,46.9,47.0,3.3,29.2,81.3,7.3,1.0,
Hayden Hurst,29.0,CIN,13.0,13.0,68.0,52.0,414.0,8.0,2.0,26.0,61.8,29.0,4.0,31.8,76.5,6.1,0.0,
George Pickens,21.0,PIT,17.0,12.0,84.0,52.0,801.0,15.4,4.0,38.0,48.8,42.0,3.1,47.1,61.9,9.5,0.0,
Russell Gage,26.0,TAM,13.0,4.0,70.0,51.0,426.0,8.4,5.0,31.0,62.9,23.0,3.9,32.8,72.9,6.1,1.0,
Noah Fant,25.0,SEA,17.0,16.0,63.0,50.0,486.0,9.7,4.0,24.0,54.0,51.0,2.9,28.6,79.4,7.7,0.0,
Cole Kmet,23.0,CHI,17.0,17.0,69.0,50.0,544.0,10.9,7.0,27.0,59.4,50.0,2.9,32.0,72.5,7.9,1.0,
Rachaad White,23.0,TAM,17.0,8.0,58.0,50.0,290.0,5.8,2.0,13.0,53.4,20.0,2.9,17.1,86.2,5.0,3.0,
Gabriel Davis,23.0,BUF,15.0,15.0,93.0,48.0,836.0,17.4,7.0,35.0,51.6,98.0,3.2,55.7,51.6,9.0,1.0,
Dawson Knox,26.0,BUF,15.0,15.0,65.0,48.0,517.0,10.8,6.0,25.0,60.0,45.0,3.2,34.5,73.8,8.0,0.0,PB
Chris Moore,29.0,HOU,16.0,7.0,74.0,48.0,548.0,11.4,2.0,24.0,47.3,52.0,3.0,34.3,64.9,7.4,0.0,
Demarcus Robinson,28.0,BAL,17.0,5.0,75.0,48.0,458.0,9.5,2.0,23.0,46.7,31.0,2.8,26.9,64.0,6.1,2.0,
D'Andre Swift,23.0,DET,14.0,8.0,70.0,48.0,389.0,8.1,3.0,17.0,38.6,25.0,3.4,27.8,68.6,5.6,1.0,
Zach Ertz,32.0,ARI,10.0,10.0,69.0,47.0,406.0,8.6,4.0,24.0,55.1,32.0,4.7,40.6,68.1,5.9,0.0,
Kalif Raymond,28.0,DET,17.0,7.0,64.0,47.0,616.0,13.1,0.0,24.0,56.3,56.0,2.8,36.2,73.4,9.6,3.0,AP-2
DeAndre Carter,29.0,LAC,17.0,7.0,65.0,46.0,538.0,11.7,3.0,29.0,53.8,35.0,2.7,31.6,70.8,8.3,3.0,
James Conner,27.0,ARI,13.0,13.0,58.0,46.0,300.0,6.5,1.0,13.0,44.8,22.0,3.5,23.1,79.3,5.2,3.0,
Antonio Gibson,24.0,WAS,15.0,6.0,58.0,46.0,353.0,7.7,2.0,18.0,46.6,26.0,3.1,23.5,79.3,6.1,1.0,
Marvin Jones,32.0,JAX,16.0,10.0,81.0,46.0,529.0,11.5,3.0,29.0,51.9,37.0,2.9,33.1,56.8,6.5,0.0,
Darius Slayton,25.0,NYG,16.0,11.0,71.0,46.0,724.0,15.7,2.0,30.0,57.7,55.0,2.9,45.3,64.8,10.2,2.0,
Chase Claypool,24.0,2TM,15.0,11.0,79.0,46.0,451.0,9.8,1.0,24.0,46.8,31.0,3.1,30.1,58.2,5.7,1.0,
Noah Brown,26.0,DAL,16.0,13.0,74.0,43.0,555.0,12.9,3.0,25.0,48.6,51.0,2.7,34.7,58.1,7.5,1.0,
Romeo Doubs,22.0,GNB,13.0,7.0,67.0,42.0,425.0,10.1,3.0,20.0,46.3,26.0,3.2,32.7,62.7,6.3,2.0,
Juwan Johnson,26.0,NOR,16.0,12.0,65.0,42.0,508.0,12.1,7.0,25.0,52.3,41.0,2.6,31.8,64.6,7.8,0.0,
Isaiah McKenzie,27.0,BUF,15.0,8.0,65.0,42.0,423.0,10.1,4.0,27.0,58.5,30.0,2.8,28.2,64.6,6.5,0.0,
Cade Otton,23.0,TAM,16.0,11.0,65.0,42.0,391.0,9.3,2.0,19.0,52.3,35.0,2.6,24.4,64.6,6.0,0.0,
Marquez Valdes-Scantling,28.0,KAN,17.0,11.0,81.0,42.0,687.0,16.4,2.0,32.0,48.1,57.0,2.5,40.4,51.9,8.5,0.0,
Michael Carter,23.0,NYJ,16.0,10.0,54.0,41.0,288.0,7.0,0.0,12.0,46.3,37.0,2.6,18.0,75.9,5.3,2.0,
Najee Harris,24.0,PIT,17.0,17.0,53.0,41.0,229.0,5.6,3.0,16.0,49.1,19.0,2.4,13.5,77.4,4.3,3.0,
Hunter Henry,28.0,NWE,17.0,14.0,59.0,41.0,509.0,12.4,2.0,23.0,50.8,39.0,2.4,29.9,69.5,8.6,0.0,
Austin Hooper,28.0,TEN,17.0,2.0,60.0,41.0,444.0,10.8,2.0,28.0,60.0,24.0,2.4,26.1,68.3,7.4,0.0,
Rondale Moore,22.0,ARI,8.0,8.0,56.0,41.0,414.0,10.1,1.0,16.0,46.4,38.0,5.1,51.8,73.2,7.4,0.0,
Alec Pierce,22.0,IND,16.0,12.0,78.0,41.0,593.0,14.5,2.0,28.0,46.2,47.0,2.6,37.1,52.6,7.6,1.0,
Christian Watson,23.0,GNB,14.0,11.0,66.0,41.0,611.0,14.9,7.0,28.0,50.0,63.0,2.9,43.6,62.1,9.3,0.0,AP ORoY-7
Darnell Mooney,25.0,CHI,12.0,12.0,61.0,40.0,493.0,12.3,2.0,20.0,45.9,56.0,3.3,41.1,65.6,8.1,0.0,
Olamide Zaccheaus,25.0,ATL,17.0,13.0,61.0,40.0,533.0,13.3,3.0,25.0,52.5,45.0,2.4,31.4,65.6,8.7,1.0,
Dalvin Cook,27.0,MIN,17.0,17.0,56.0,39.0,295.0,7.6,2.0,16.0,41.1,64.0,2.3,17.4,69.6,5.3,4.0,PB
Michael Gallup,26.0,DAL,14.0,11.0,74.0,39.0,424.0,10.9,4.0,25.0,44.6,27.0,2.8,30.3,52.7,5.7,0.0,
Tony Pollard,25.0,DAL,16.0,4.0,55.0,39.0,371.0,9.5,3.0,18.0,47.3,68.0,2.4,23.2,70.9,6.7,0.0,PB
Ben Skowronek,25.0,LAR,14.0,11.0,61.0,39.0,376.0,9.6,0.0,16.0,49.2,32.0,2.8,26.9,63.9,6.2,0.0,
Logan Thomas,31.0,WAS,14.0,13.0,61.0,39.0,323.0,8.3,1.0,15.0,45.9,27.0,2.8,23.1,63.9,5.3,0.0,
Samaje Perine,27.0,CIN,16.0,2.0,51.0,38.0,287.0,7.6,4.0,11.0,41.2,32.0,2.4,17.9,74.5,5.6,0.0,
Josh Reynolds,27.0,DET,14.0,11.0,59.0,38.0,479.0,12.6,3.0,25.0,61.0,31.0,2.7,34.2,64.4,8.1,0.0,
Devin Singletary,25.0,BUF,16.0,16.0,52.0,38.0,280.0,7.4,1.0,15.0,53.8,22.0,2.4,17.5,73.1,5.4,3.0,
Jordan Akins,30.0,HOU,15.0,3.0,54.0,37.0,495.0,13.4,5.0,23.0,53.7,46.0,2.5,33.0,68.5,9.2,1.0,
Rex Burkhead,32.0,HOU,16.0,0.0,51.0,37.0,204.0,5.5,1.0,8.0,29.4,17.0,2.3,12.8,72.5,4.0,0.0,
Nico Collins,23.0,HOU,10.0,7.0,66.0,37.0,481.0,13.0,2.0,21.0,42.4,58.0,3.7,48.1,56.1,7.3,0.0,
Devin Duvernay,25.0,BAL,14.0,13.0,49.0,37.0,407.0,11.0,3.0,19.0,59.2,31.0,2.6,29.1,75.5,8.3,1.0,PB
Elijah Moore,22.0,NYJ,16.0,9.0,65.0,37.0,446.0,12.1,1.0,22.0,44.6,42.0,2.3,27.9,56.9,6.9,1.0,
Isaiah Hodgins,24.0,2TM,10.0,5.0,48.0,37.0,392.0,10.6,4.0,24.0,62.5,29.0,3.7,39.2,77.1,8.2,1.0,
Isaiah Likely,22.0,BAL,16.0,2.0,60.0,36.0,373.0,10.4,3.0,18.0,35.0,34.0,2.3,23.3,60.0,6.2,0.0,
Hunter Renfrow,27.0,LVR,10.0,1.0,50.0,36.0,330.0,9.2,2.0,18.0,52.0,27.0,3.6,33.0,72.0,6.6,3.0,
Kendrick Bourne,27.0,NWE,16.0,2.0,48.0,35.0,434.0,12.4,1.0,22.0,54.2,41.0,2.2,27.1,72.9,9.0,2.0,
Jahan Dotson,22.0,WAS,12.0,10.0,61.0,35.0,523.0,14.9,7.0,26.0,50.8,61.0,2.9,43.6,57.4,8.6,0.0,
Travis Etienne,23.0,JAX,17.0,12.0,45.0,35.0,316.0,9.0,0.0,16.0,44.4,30.0,2.1,18.6,77.8,7.0,5.0,
Kareem Hunt,27.0,CLE,17.0,0.0,44.0,35.0,210.0,6.0,1.0,11.0,38.6,24.0,2.1,12.4,79.5,4.8,1.0,
Jauan Jennings,25.0,SFO,16.0,4.0,56.0,35.0,416.0,11.9,1.0,23.0,55.4,44.0,2.2,26.0,62.5,7.4,1.0,
Randall Cobb,32.0,GNB,13.0,3.0,50.0,34.0,417.0,12.3,1.0,19.0,56.0,40.0,2.6,32.1,68.0,8.3,1.0,
Will Dissly,26.0,SEA,15.0,15.0,38.0,34.0,349.0,10.3,3.0,20.0,73.7,38.0,2.3,23.3,89.5,9.2,0.0,
David Montgomery,25.0,CHI,16.0,16.0,40.0,34.0,316.0,9.3,1.0,10.0,50.0,32.0,2.1,19.8,85.0,7.9,2.0,
Treylon Burks,22.0,TEN,11.0,6.0,54.0,33.0,444.0,13.5,1.0,19.0,50.0,51.0,3.0,40.4,61.1,8.2,0.0,
Greg Dulcich,22.0,DEN,10.0,6.0,55.0,33.0,411.0,12.5,2.0,18.0,50.9,39.0,3.3,41.1,60.0,7.5,0.0,
Derrick Henry,28.0,TEN,16.0,16.0,41.0,33.0,398.0,12.1,0.0,11.0,61.0,69.0,2.1,24.9,80.5,9.7,6.0,"PB,AP MVP-9,AP OPoY-12,AP CPoY-9"
Foster Moreau,25.0,LVR,15.0,14.0,54.0,33.0,420.0,12.7,2.0,24.0,51.9,33.0,2.2,28.0,61.1,7.8,1.0,
Allen Robinson,29.0,LAR,10.0,10.0,52.0,33.0,339.0,10.3,3.0,23.0,53.8,29.0,3.3,33.9,63.5,6.5,0.0,
Quez Watkins,24.0,PHI,17.0,8.0,51.0,33.0,354.0,10.7,3.0,13.0,37.3,53.0,1.9,20.8,64.7,6.9,1.0,
Corey Davis,27.0,NYJ,13.0,10.0,64.0,32.0,536.0,16.8,2.0,28.0,48.4,66.0,2.5,41.2,50.0,8.4,0.0,
Mike Gesicki,27.0,MIA,17.0,1.0,52.0,32.0,362.0,11.3,5.0,19.0,48.1,32.0,1.9,21.3,61.5,7.0,0.0,
Chigoziem Okonkwo,23.0,TEN,17.0,8.0,46.0,32.0,450.0,14.1,3.0,22.0,50.0,48.0,1.9,26.5,69.6,9.8,0.0,
Nelson Agholor,29.0,NWE,16.0,7.0,53.0,31.0,362.0,11.7,2.0,12.0,37.7,44.0,1.9,22.6,58.5,6.8,2.0,
Harrison Bryant,24.0,CLE,17.0,9.0,42.0,31.0,239.0,7.7,1.0,12.0,52.4,30.0,1.8,14.1,73.8,5.7,0.0,
Kylen Granson,24.0,IND,13.0,4.0,40.0,31.0,302.0,9.7,0.0,17.0,52.5,32.0,2.4,23.2,77.5,7.6,1.0,
Raheem Mostert,30.0,MIA,16.0,14.0,42.0,31.0,202.0,6.5,2.0,11.0,47.6,25.0,1.9,12.6,73.8,4.8,1.0,
DeVante Parker,29.0,NWE,13.0,11.0,47.0,31.0,539.0,17.4,3.0,25.0,59.6,43.0,2.4,41.5,66.0,11.5,0.0,
Daniel Bellinger,22.0,NYG,12.0,11.0,35.0,30.0,268.0,8.9,2.0,14.0,68.6,24.0,2.5,22.3,85.7,7.7,1.0,
DJ Chark,26.0,DET,11.0,10.0,52.0,30.0,502.0,16.7,3.0,24.0,51.9,51.0,2.7,45.6,57.7,9.7,0.0,
Deon Jackson,23.0,IND,16.0,2.0,34.0,30.0,209.0,7.0,1.0,10.0,47.1,27.0,1.9,13.1,88.2,6.1,1.0,
Dameon Pierce,22.0,HOU,13.0,13.0,39.0,30.0,165.0,5.5,1.0,7.0,43.6,16.0,2.3,12.7,76.9,4.2,4.0,AP ORoY-9
Trent Sherfield,26.0,MIA,17.0,4.0,51.0,30.0,417.0,13.9,2.0,18.0,45.1,75.0,1.8,24.5,58.8,8.2,0.0,
Nyheim Hines,26.0,2TM,16.0,5.0,37.0,30.0,241.0,8.0,1.0,11.0,56.8,22.0,1.9,15.1,81.1,6.5,2.0,
Trey McBride,23.0,ARI,16.0,13.0,39.0,29.0,265.0,9.1,1.0,12.0,46.2,29.0,1.8,16.6,74.4,6.8,1.0,
AJ Dillon,24.0,GNB,17.0,3.0,43.0,28.0,206.0,7.4,0.0,9.0,39.5,17.0,1.6,12.1,65.1,4.8,1.0,
Noah Gray,23.0,KAN,17.0,8.0,34.0,28.0,299.0,10.7,1.0,14.0,64.7,27.0,1.6,17.6,82.4,8.8,0.0,
Terrace Marshall Jr.,22.0,CAR,14.0,9.0,47.0,28.0,490.0,17.5,1.0,24.0,53.2,43.0,2.0,35.0,59.6,10.4,2.0,
Kyle Pitts,22.0,ATL,10.0,10.0,59.0,28.0,356.0,12.7,2.0,20.0,42.4,33.0,2.8,35.6,47.5,6.0,0.0,
Rashid Shaheed,24.0,NOR,12.0,6.0,34.0,28.0,488.0,17.4,2.0,18.0,70.6,68.0,2.3,40.7,82.4,14.4,1.0,
Jonathan Taylor,23.0,IND,11.0,11.0,40.0,28.0,143.0,5.1,0.0,4.0,32.5,19.0,2.5,13.0,70.0,3.6,3.0,
Darren Waller,30.0,LVR,9.0,6.0,43.0,28.0,388.0,13.9,3.0,18.0,46.5,34.0,3.1,43.1,65.1,9.0,0.0,
Jaylen Warren,24.0,PIT,16.0,0.0,33.0,28.0,214.0,7.6,0.0,14.0,51.5,26.0,1.8,13.4,84.8,6.5,1.0,
Nick Chubb,27.0,CLE,17.0,17.0,37.0,27.0,239.0,8.9,1.0,12.0,51.4,26.0,1.6,14.1,73.0,6.5,1.0,"PB,AP-2"
Marquise Goodwin,32.0,SEA,13.0,2.0,42.0,27.0,387.0,14.3,4.0,18.0,54.8,38.0,2.1,29.8,64.3,9.2,0.0,
J.D. McKissic,29.0,WAS,8.0,0.0,40.0,27.0,173.0,6.4,0.0,7.0,42.5,14.0,3.4,21.6,67.5,4.3,0.0,
Laviska Shenault Jr.,24.0,CAR,13.0,4.0,32.0,27.0,272.0,10.1,1.0,10.0,50.0,67.0,2.1,20.9,84.4,8.5,0.0,
Jonnu Smith,27.0,NWE,14.0,8.0,38.0,27.0,245.0,9.1,0.0,9.0,47.4,53.0,1.9,17.5,71.1,6.4,1.0,
Kenneth Walker III,22.0,SEA,15.0,11.0,35.0,27.0,165.0,6.1,0.0,6.0,37.1,33.0,1.8,11.0,77.1,4.7,0.0,AP ORoY-2
Latavius Murray,32.0,2TM,13.0,7.0,35.0,27.0,132.0,4.9,0.0,4.0,25.7,15.0,2.1,10.2,77.1,3.8,1.0,
Ameer Abdullah,29.0,LVR,17.0,0.0,32.0,25.0,211.0,8.4,1.0,8.0,34.4,23.0,1.5,12.4,78.1,6.6,0.0,
Melvin Gordon,29.0,DEN,10.0,6.0,32.0,25.0,223.0,8.9,0.0,11.0,46.9,24.0,2.5,22.3,78.1,7.0,5.0,
Mecole Hardman,24.0,KAN,8.0,5.0,34.0,25.0,297.0,11.9,4.0,14.0,61.8,36.0,3.1,37.1,73.5,8.7,1.0,
Jarvis Landry,30.0,NOR,9.0,3.0,39.0,25.0,272.0,10.9,1.0,12.0,48.7,40.0,2.8,30.2,64.1,7.0,1.0,
Colby Parkinson,23.0,SEA,17.0,2.0,34.0,25.0,322.0,12.9,2.0,14.0,61.8,39.0,1.5,18.9,73.5,9.5,0.0,
Irv Smith Jr.,24.0,MIN,8.0,1.0,36.0,25.0,182.0,7.3,2.0,9.0,44.4,17.0,3.1,22.8,69.4,5.1,1.0,
Nick Westbrook-Ikhine,25.0,TEN,17.0,13.0,50.0,25.0,397.0,15.9,3.0,18.0,40.0,63.0,1.5,23.4,50.0,7.9,0.0,
