Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
Terence Newman*,DAL,31,LCB,16,16,2,-11,0,0,-5.5,,,0,,,25
Darrelle Revis*+,NYJ,24,LCB,16,16,2,5,0,3,2.5,,,0,,,126
Johnny Knox*,CHI,23,WR,15,0,1,0,0,0,0.0,32,927,1,102,29.0,1454
Kevin Ogletree,DAL,22,WR,11,0,1,0,0,0,0.0,8,166,0,32,20.8,268
Gerard Lawson,CLE,24,DB,5,0,1,4,0,4,4.0,5,43,0,13,8.6,47
Sam Williams,OAK,29,DE,16,2,1,0,0,0,0.0,2,11,0,7,5.5,11
Charles Woodson*+,GNB,33,LCB,16,16,1,0,0,0,0.0,2,30,0,18,15.0,209
Kevin Barnes,WAS,23,DB,4,0,1,0,0,0,0.0,,,0,,,0
Kevin Dockery,NYG,25,DB,11,3,1,0,0,0,0.0,,,0,,,0
Chris Gamble,CAR,26,LCB,16,16,1,0,0,0,0.0,,,0,,,55
James Harrison*,PIT,31,ROLB,16,16,1,1,0,1,1.0,,,0,,,1
Renaldo Hill,DEN,31,SS,15,15,1,0,0,0,0.0,,,0,,,18
Tim Jennings,IND,26,LCB,15,5,1,0,0,0,0.0,,,0,,,13
William Middleton,JAX,23,DB,12,0,1,0,0,0,0.0,,,0,,,0
Lance Moore,NOR,26,WR,7,0,1,0,0,0,0.0,,,0,,,153
David Roach,STL,24,DB,15,0,1,0,0,0,0.0,,,0,,,0
Darren Sharper*+,NOR,34,FS,14,14,1,6,0,6,6.0,,,0,,,382
Scott Starks,JAX,26,DB,5,0,1,0,0,0,0.0,,,0,,,0
Greg Toler,ARI,24,DB,13,0,1,0,0,0,0.0,,,0,,,0
Javon Walker,OAK,31,WR,3,0,1,0,0,0,0.0,,,0,,,0
Corey Webster,NYG,27,LCB,13,13,1,8,0,8,8.0,,,0,,,8
Byron Westbrook,WAS,24,DB,15,1,1,0,0,0,0.0,,,0,,,0
LaRod Stephens-Howling,ARI,22,RB,16,2,,,0,,,52,1257,1,99,24.2,1355
Aaron Brown,DET,24,RB,15,2,,,0,,,42,951,0,87,22.6,1166
Percy Harvin*,MIN,21,WR,15,8,,,0,,,42,1156,2,101,27.5,2081
Courtney Roby,NOR,26,WR,15,0,,,0,,,42,1154,1,97,27.5,1160
Derrick Williams,DET,23,WR,11,0,,,0,,,42,931,0,34,22.2,987
Rock Cartwright,WAS,30,FB,16,2,,,0,,,39,868,0,42,22.3,1338
Chad Simpson,IND,24,RB,14,0,,,0,,,38,898,1,93,23.6,1001
Jamaal Charles,KAN,23,RB,15,10,,,0,,,36,925,1,97,25.7,2342
Lardarius Webb,BAL,24,DB,14,4,0,-1,0,-1,,35,918,1,95,26.2,917
Andre' Davis,HOU,30,WR,14,1,,,0,,,33,782,0,63,23.7,841
Felix Jones,DAL,22,RB,14,1,,,0,,,30,678,0,41,22.6,1482
Andre Caldwell,CIN,24,WR,16,3,,,0,,,29,539,0,39,18.6,993
Jonathan Holland,OAK,24,WR,14,0,,,0,,,28,550,0,60,19.6,550
Danieal Manning,CHI,27,FS,15,10,,,0,,,28,744,0,59,26.6,783
Kenny Britt,TEN,21,WR,16,6,,,0,,,24,523,0,56,21.8,1224
Louis Rankin,2TM,24,RB,9,0,,,0,,,22,466,0,41,21.2,535
Ellis Hobbs,PHI,26,DB,8,0,,,0,,,20,481,0,63,24.1,481
Devin Thomas,WAS,23,WR,14,10,,,0,,,20,439,0,39,22.0,762
Victor Harris,PHI,23,FS,15,8,,,0,,,19,394,0,32,20.7,394
Michael Robinson,SFO,26,FB,15,0,,,0,,,18,414,0,40,23.0,440
Gary Russell,OAK,23,RB,12,4,,,0,,,18,330,0,41,18.3,426
Mike Goodson,CAR,22,RB,8,0,,,0,,,17,352,0,33,20.7,416
Patrick Cobbs,MIA,26,RB,5,0,,,0,,,16,361,0,39,22.6,420
Quinten Lawrence,KAN,25,WR,6,1,,,0,,,16,317,0,29,19.8,368
Bernard Scott,CIN,25,RB,13,2,,,0,,,16,504,1,96,31.5,892
Tyrell Sutton,CAR,23,RB,7,1,,,0,,,14,302,0,32,21.6,432
Laurence Maroney,NWE,24,RB,15,5,,,0,,,13,279,0,52,21.5,1135
Josh Morgan,SFO,24,WR,16,15,,,0,,,13,367,0,76,28.2,955
Justin Miller,2TM,25,DB,2,0,,,0,,,11,221,0,27,20.1,221
Ben Obomanu,SEA,26,WR,14,0,,,0,,,11,293,0,45,26.6,334
Matthew Slater,NWE,24,WR,14,0,,,0,,,11,269,0,35,24.5,275
Josh Wilson,SEA,24,RCB,12,12,,,0,,,11,212,0,29,19.3,381
Rashied Davis,CHI,30,WR,16,0,,,0,,,9,114,0,22,12.7,149
Ahman Green,GNB,32,RB,8,0,,,0,,,9,196,0,37,21.8,374
Jalen Parmele,BAL,24,RB,7,0,,,0,,,9,283,0,53,31.4,300
Javon Ringer,TEN,22,RB,7,0,,,0,,,9,181,0,25,20.1,229
Correll Buckhalter,DEN,31,RB,14,7,,,0,,,8,184,0,41,23.0,1066
Miles Austin*,DAL,25,WR,16,9,,,0,,,7,157,0,29,22.4,1475
Mark Bradley,KAN,27,WR,13,6,,,0,,,7,123,0,24,17.6,463
Quintin Demps,PHI,24,DB,9,0,,,0,,,6,155,0,48,25.8,167
Michael Griffin,TEN,24,FS,16,15,,,0,,,6,143,0,31,23.8,146
Peyton Hillis,DEN,23,RB,14,2,,,0,,,6,134,0,24,22.3,207
Lance Long,2TM,24,WR,8,1,,,0,,,6,106,0,22,17.7,283
Robert Meachem,NOR,25,WR,16,7,,,0,,,6,148,0,42,24.7,996
Darius Butler,NWE,23,LCB,14,5,,,0,,,5,104,0,26,20.8,195
Jeff Dugan,MIN,28,TE,16,4,,,0,,,5,38,0,13,7.6,97
Sam Giguere,IND,24,WR,1,0,,,0,,,5,122,0,36,24.4,122
Dwight Lowery,NYJ,23,RCB,13,5,,,0,,,5,128,0,44,25.6,169
Leodis McKelvin,BUF,24,DB,3,3,,,0,,,5,121,0,33,24.2,121
Delanie Walker,SFO,25,FB,16,8,,,0,,,5,85,0,25,17.0,352
Kenneth Darby,STL,27,RB,16,1,,,0,,,4,54,0,23,13.5,302
Craig Davis,SDG,24,WR,1,0,,,0,,,4,79,0,23,19.8,135
Brandon Tate,NWE,22,WR,2,1,,,0,,,4,106,0,34,26.5,117
Joe Burnett,PIT,23,DB,15,0,,,0,,,3,23,0,13,7.7,23
David Clowney,NYJ,24,WR,13,3,,,0,,,3,81,0,37,27.0,273
Glen Coffee,SFO,22,RB,14,2,,,0,,,3,42,0,16,14.0,344
Antonio Cromartie,SDG,25,RCB,16,16,,,0,,,3,41,0,22,13.7,58
Alge Crumpler,TEN,32,TE,16,14,,,0,,,3,20,0,15,6.7,242
Lynell Hamilton,NOR,24,RB,9,1,,,0,,,3,15,0,15,5.0,188
Jerome Harrison,CLE,26,RB,14,7,,,0,,,3,55,0,39,18.3,1137
Brian Hartline,MIA,23,WR,16,2,,,0,,,3,36,0,18,12.0,571
Justin Jenkins,BUF,29,WR,12,0,,,0,,,3,45,0,19,15.0,42
Rashad Jennings,JAX,24,RB,15,0,,,0,,,3,56,0,24,18.7,359
Jeff King,CAR,26,TE,16,15,,,0,,,3,37,0,14,12.3,237
Jason McCourty,TEN,22,DB,15,3,,,0,,,3,72,0,27,24.0,72
Montell Owens,JAX,25,RB,16,0,,,0,,,3,49,0,29,16.3,50
Marcel Reece,OAK,24,RB,2,0,,,0,,,3,58,0,23,19.3,78
Aaron Stecker,ATL,34,RB,9,0,,,0,,,3,54,0,21,18.0,103
Jason Babin,PHI,29,DE,12,0,,,0,,,2,0,0,0,0.0,0
Billy Bajema,STL,27,TE,16,5,,,0,,,2,26,0,14,13.0,120
Kentwan Balmer,SFO,23,DT,11,0,,,0,,,2,7,0,4,3.5,7
Mike Bell,NOR,26,RB,13,3,,,0,,,2,45,0,28,22.5,711
Jeff Charleston,NOR,26,DE,16,0,,,0,,,2,11,0,11,5.5,11
Mike Cox,KAN,24,FB,16,10,,,0,,,2,9,0,9,4.5,93
Brian Finneran,ATL,33,WR,10,2,,,0,,,2,22,0,16,11.0,133
Zack Follett,DET,22,LB,12,0,,,0,,,2,12,0,10,6.0,12
Earnest Graham,TAM,29,RB,13,6,,,0,,,2,38,0,21,19.0,213
Spencer Havner,GNB,26,LB,16,1,,,0,,,2,26,0,24,13.0,138
Kareem Huggins,TAM,23,RB,3,0,,,0,,,2,52,0,30,26.0,52
Brandon Jackson,GNB,24,RB,12,0,,,0,,,2,36,0,23,18.0,334
Vonta Leach,HOU,28,RB,16,4,,,0,,,2,23,0,15,11.5,178
Brian Leonard,CIN,25,RB,14,1,,,0,,,2,38,0,24,19.0,339
Marcus Mason,WAS,25,RB,10,0,,,0,,,2,31,0,18,15.5,216
Zach Miller,JAX,25,TE,14,0,,,0,,,2,19,0,16,9.5,234
Lousaka Polite,MIA,28,FB,16,9,,,0,,,2,24,0,12,12.0,198
Brian Robison,MIN,26,DE,16,0,,,0,,,2,7,0,7,3.5,7
Dante Rosario,CAR,25,TE,14,8,,,0,,,2,41,0,22,20.5,354
Jonathan Stewart,CAR,22,RB,16,3,,,0,,,2,17,0,17,8.5,1289
Tony Stewart,OAK,30,TE,15,4,,,0,,,2,19,0,11,9.5,97
Tiquan Underwood,JAX,22,WR,3,0,,,0,,,2,38,0,24,19.0,38
Danny Ware,NYG,24,RB,8,0,,,0,,,2,37,0,20,18.5,125
Leonard Weaver*+,PHI,27,FB,16,8,,,0,,,2,33,0,18,16.5,496
Jason Wright,ARI,27,RB,16,0,,,0,,,2,27,0,18,13.5,97
Deon Anderson,DAL,26,FB,16,9,,,0,,,1,15,0,15,15.0,20
Devin Aromashodu,CHI,25,WR,10,2,,,0,,,1,18,0,18,18.0,316
Donnie Avery,STL,25,WR,16,16,,,0,,,1,19,0,19,19.0,638
Gary Barnidge,CAR,24,TE,16,3,,,0,,,1,16,0,16,16.0,258
Will Beatty,NYG,24,T,16,4,,,0,,,1,0,0,0,0.0,0
Travis Beckum,NYG,22,TE,15,2,,,0,,,1,3,0,3,3.0,58
Joe Berger,MIA,27,C,16,6,,,0,,,1,13,0,13,13.0,13
Ladell Betts,WAS,30,RB,10,2,,,0,,,1,29,0,29,29.0,418
Desmond Bishop,GNB,25,LB,16,0,,,0,,,1,6,0,6,6.0,8
Chase Blackburn,NYG,26,RLB,16,7,,,0,,,1,3,0,3,3.0,27
Donald Brown,IND,22,RB,11,1,,,0,,,1,21,0,21,21.0,471
John Busing,HOU,26,DB,16,4,,,0,,,1,0,0,0,0.0,14
Deon Butler,SEA,23,WR,16,0,,,0,,,1,16,0,16,16.0,191
James Casey,HOU,25,TE,15,0,,,0,,,1,0,0,0,0.0,64
Laveranues Coles,CIN,32,WR,16,13,,,0,,,1,14,0,14,14.0,538
Austin Collie,IND,24,WR,16,5,,,0,,,1,8,0,8,8.0,685
Dan Connolly,NWE,27,G,14,4,,,0,,,1,16,0,16,16.0,16
Terrance Copper,KAN,27,WR,15,2,,,0,,,1,18,0,18,18.0,86
Tim Crowder,TAM,24,DE,15,4,,,0,,,1,11,0,11,11.0,11
Carey Davis,PIT,28,RB,6,0,,,0,,,1,13,0,13,13.0,28
Keyunta Dawson,IND,24,DE,12,2,,,0,,,1,14,0,14,14.0,31
Evan Dietrich-Smith,GNB,23,G,13,0,,,0,,,1,5,0,5,5.0,5
Darnell Dinkins,NOR,32,TE,11,3,,,0,,,1,1,0,1,1.0,23
Dwan Edwards,BAL,28,RDE,16,9,,,0,,,1,14,0,14,14.0,14
Abram Elam,CLE,28,FS,16,16,,,0,,,1,0,0,0,0.0,0
Greg Estandia,2TM,27,TE,6,1,,,0,,,1,9,0,9,9.0,54
Jerome Felton,DET,23,FB,13,8,,,0,,,1,0,0,0,0.0,179
Casey Fitzsimmons,DET,29,TE,12,1,,,0,,,1,10,0,10,10.0,138
Mike Furrey,CLE,32,WR,16,4,,,0,,,1,12,0,12,12.0,182
Samkon Gado,STL,27,RB,15,0,,,0,,,1,23,0,23,23.0,74
Quinton Ganther,WAS,25,RB,8,4,,,0,,,1,25,0,25,25.0,325
Larry Grant,STL,24,LB,16,0,,,0,,,1,14,0,14,14.0,14
Ahmard Hall,TEN,30,FB,16,7,,,0,,,1,12,0,12,12.0,96
Leon Hall,CIN,25,RCB,16,16,,,0,,,1,22,0,22,22.0,69
Adam Hayward,TAM,25,LB,15,1,,,0,,,1,8,0,8,8.0,8
Madison Hedgecock,NYG,28,FB,16,9,,,0,,,1,8,0,8,8.0,31
Jacob Hester,SDG,24,FB,15,10,,,0,,,1,9,0,9,9.0,148
Russ Hochstein,DEN,32,LG,15,10,,,0,,,1,6,0,6,6.0,6
Israel Idonije,CHI,29,DE,15,0,,,0,,,1,0,0,0,0.0,0
Adam Jennings,DET,27,WR,1,0,,,0,,,1,8,0,8,8.0,8
Gartrell Johnson,NYG,23,RB,10,0,,,0,,,1,15,0,15,15.0,58
Stevie Johnson,BUF,23,WR,5,0,,,0,,,1,12,0,12,12.0,22
LaMont Jordan,DEN,31,RB,9,0,,,0,,,1,6,0,6,6.0,92
Mike Karney,STL,28,FB,14,8,,,0,,,1,10,0,10,10.0,34
Jimmy Kennedy,MIN,30,DT,13,1,,,0,,,1,6,0,6,6.0,6
Spencer Larsen,DEN,25,LB,9,1,,,0,,,1,13,0,13,13.0,13
Luke Lawton,OAK,29,RB,13,3,,,0,,,1,17,0,17,17.0,48
Le'Ron McClain*,BAL,25,FB,16,14,,,0,,,1,17,0,17,17.0,338
Terrence McGee,BUF,29,LCB,11,10,,,0,,,1,30,0,30,30.0,33
Rashard Mendenhall,PIT,22,RB,16,12,,,0,,,1,8,0,8,8.0,1377
Hakeem Nicks,NYG,21,WR,14,6,,,0,,,1,16,0,16,16.0,814
Moran Norris,SFO,31,RB,16,7,,,0,,,1,0,0,0,0.0,72
Jerious Norwood,ATL,26,RB,10,4,,,0,,,1,39,0,39,39.0,479
Xavier Omon,BUF,24,RB,5,0,,,0,,,1,26,0,26,26.0,48
Tyler Polumbus,DEN,24,RT,15,8,,,0,,,1,0,0,0,0.0,0
Richard Quinn,DEN,23,TE,15,0,,,0,,,1,19,0,19,19.0,19
Nick Reed,SEA,22,DE,16,0,,,0,,,1,3,0,3,3.0,84
Sidney Rice*,MIN,23,WR,16,14,,,0,,,1,0,0,0,0.0,1312
DelJuan Robinson,HOU,25,DT,11,0,,,0,,,1,0,0,0,0.0,0
Gijon Robinson,IND,25,TE,13,10,,,0,,,1,10,0,10,10.0,72
Geoff Schwartz,CAR,23,G,16,3,,,0,,,1,16,0,16,16.0,16
Mike Sellers,WAS,34,FB,15,7,,,0,,,1,13,0,13,13.0,189
Alex Smith,PHI,27,TE,16,5,,,0,,,1,4,0,4,4.0,29
Eric Smith,NYJ,26,DB,16,4,,,0,,,1,9,0,9,9.0,36
Matt Spaeth,PIT,26,TE,16,8,,,0,,,1,1,0,1,1.0,26
Isaiah Stanback,NWE,25,WR,6,2,,,0,,,1,22,0,22,22.0,44
Craig Stevens,TEN,25,TE,12,2,,,0,,,1,14,0,14,14.0,14
Maurice Stovall,TAM,24,WR,15,7,,,0,,,1,20,0,20,20.0,386
Andy Studebaker,KAN,24,LB,16,2,,,0,,,1,8,0,8,8.0,104
Jonathan Stupar,BUF,25,TE,14,2,,,0,,,1,11,0,11,11.0,51
Naufahu Tahi,MIN,28,RB,15,2,,,0,,,1,0,0,0,0.0,72
Marcus Thomas,DEN,24,DT,16,0,,,0,,,1,1,0,1,1.0,1
Pierre Thomas,NOR,25,RB,14,6,,,0,,,1,19,0,19,19.0,1114
Reggie Torbor,MIA,28,LB,16,2,,,0,,,1,9,0,9,9.0,9
Jason Trusnik,2TM,25,DE-RILB/ROLB,16,10,,,0,,,1,9,0,9,9.0,9
Robert Turner,NYJ,25,TE,13,2,,,0,,,1,6,0,6,6.0,6
Steve Vallos,SEA,26,G,16,3,,,0,,,1,0,0,0,0.0,-18
Lawrence Vickers,CLE,26,FB,16,9,,,0,,,1,0,0,0,0.0,27
Mike Wallace,PIT,23,WR,16,4,,,0,,,1,26,0,26,26.0,830
Kevin Walter,HOU,28,WR,14,14,,,0,,,1,0,0,0,0.0,637
Ernest Wilford,JAX,30,TE,15,7,,,0,,,1,0,0,0,0.0,123
Chris Wilson,WAS,27,DE,16,0,,,0,,,1,8,0,8,8.0,8
Kris Wilson,SDG,28,TE,16,0,,,0,,,1,13,0,13,13.0,41
Danny Woodhead,NYJ,24,RB,10,0,,,0,,,1,16,0,16,16.0,167
Keith Zinger,ATL,25,TE,15,2,,,0,,,1,7,0,7,7.0,7
