Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds.1,TD.1,Lng.1,Y/Rt,APYd
Travis Benjamin,CLE,25,WR,16,0,15.0,127.0,0,37.0,8.5,12.0,246.0,0,28.0,20.5,698
Jalen Saunders,4TM,22,WR,15,0,15.0,125.0,0,32.0,8.3,3.0,139.0,0,99.0,46.3,271
Frankie Hammond,KAN,24,WR,16,3,15.0,200.0,0,47.0,13.3,2.0,74.0,0,37.0,37.0,319
Brenton Bersin,CAR,24,WR,15,1,14.0,86.0,0,18.0,6.1,7.0,167.0,0,49.0,23.9,404
Micah Hyde,GNB,24,DB,16,12,14.0,221.0,2,75.0,15.8,4.0,96.0,0,28.0,24.0,326
Randall Cobb*,GNB,24,WR,16,16,14.0,112.0,0,24.0,8.0,1.0,0.0,0,0.0,0.0,1436
Walt Powell,NYJ,23,WR,4,0,12.0,48.0,0,15.0,4.0,8.0,233.0,0,62.0,29.1,281
Keenan Allen,SDG,22,WR,14,14,11.0,99.0,0,29.0,9.0,,,0,,,882
Eddie Royal,SDG,28,WR,16,11,11.0,100.0,0,58.0,9.1,,,0,,,892
Wes Welker,DEN,33,WR,14,8,11.0,74.0,0,19.0,6.7,,,0,,,538
Solomon Patton,2TM,24,WR,13,0,10.0,112.0,0,33.0,11.2,18.0,416.0,0,28.0,23.1,547
Perrish Cox,SFO,27,LCB,15,14,10.0,35.0,0,9.0,3.5,2.0,60.0,0,57.0,30.0,107
Brandin Cooks,NOR,21,WR,10,7,10.0,35.0,0,15.0,3.5,1.0,12.0,0,12.0,12.0,670
Damaris Johnson,HOU,25,WR,16,8,9.0,54.0,0,12.0,6.0,6.0,136.0,0,31.0,22.7,540
Santonio Holmes,CHI,30,WR,9,2,9.0,50.0,0,22.0,5.6,,,0,,,117
Preston Parker,NYG,27,WR,16,7,8.0,53.0,0,18.0,6.6,21.0,509.0,0,45.0,24.2,980
Denarius Moore,OAK,26,WR,10,2,8.0,38.0,0,23.0,4.8,,,0,,,154
Leon Washington,TEN,32,RB,16,0,7.0,47.0,0,10.0,6.7,31.0,738.0,0,52.0,23.8,1001
Marc Mariani,CHI,27,WR,6,0,7.0,29.0,0,16.0,4.1,20.0,510.0,0,67.0,25.5,539
Bobby Rainey,TAM,27,RB,15,5,7.0,55.0,0,14.0,7.9,6.0,158.0,0,33.0,26.3,934
Jordan Poyer,CLE,23,DB,16,0,7.0,28.0,0,8.0,4.0,1.0,14.0,0,14.0,14.0,42
Doug Baldwin,SEA,26,WR,16,16,6.0,42.0,0,38.0,7.0,5.0,81.0,0,24.0,16.2,956
Mike Brown,JAX,25,WR,5,1,5.0,37.0,0,13.0,7.4,1.0,11.0,0,11.0,11.0,136
Chris Williams,CHI,27,WR,7,0,4.0,30.0,0,13.0,7.5,24.0,579.0,1,101.0,24.1,601
Jim Leonhard,CLE,32,FS,16,5,4.0,26.0,0,12.0,6.5,1.0,5.0,0,5.0,5.0,65
Fred Jackson,BUF,33,RB,14,9,3.0,5.0,0,5.0,1.7,,,0,,,1031
Charles Woodson,OAK,38,FS,16,16,3.0,28.0,0,23.0,9.3,,,0,,,63
Trindon Holliday,2TM,28,WR,2,0,2.0,17.0,0,17.0,8.5,5.0,128.0,0,32.0,25.6,145
Michael Campanaro,BAL,23,WR,4,0,2.0,17.0,0,9.0,8.5,,,0,,,119
Jeremy Maclin,PHI,26,WR,16,16,2.0,25.0,0,18.0,12.5,,,0,,,1343
Earl Thomas*+,SEA,25,FS,16,16,2.0,3.0,0,3.0,1.5,,,0,,,50
Chris Davis,SDG,24,DB,12,1,1.0,4.0,0,4.0,4.0,19.0,476.0,0,35.0,25.1,480
Dri Archer,PIT,23,WR,12,0,1.0,2.0,0,2.0,2.0,9.0,161.0,0,23.0,17.9,226
Emmanuel Sanders*,DEN,27,WR,16,16,1.0,11.0,0,11.0,11.0,3.0,54.0,0,22.0,18.0,1513
Stedman Bailey,STL,24,WR,14,3,1.0,90.0,1,90.0,90.0,1.0,9.0,0,9.0,9.0,547
Ha Ha Clinton-Dix,GNB,22,FS,16,10,1.0,0.0,0,0.0,0.0,,,0,,,9
Chris Cook,SFO,27,DB,6,0,1.0,2.0,0,2.0,2.0,,,0,,,2
Marcus Cooper,KAN,24,LCB,13,4,1.0,0.0,0,0.0,0.0,,,0,,,0
Michael Griffin,TEN,29,FS,16,16,1.0,5.0,0,5.0,5.0,,,0,,,17
DeSean Jackson,WAS,28,WR,15,13,1.0,0.0,0,0.0,0.0,,,0,,,1176
Sherrick McManis,CHI,27,DB,12,0,1.0,0.0,0,0.0,0.0,,,0,,,0
Kassim Osgood,SFO,34,WR,13,0,1.0,2.0,0,2.0,2.0,,,0,,,2
Austin Pettis,2TM,26,WR,9,0,1.0,1.0,0,1.0,1.0,,,0,,,119
Richard Sherman*+,SEA,26,LCB,16,16,1.0,0.0,0,0.0,0.0,,,0,,,81
K'Waun Williams,CLE,23,DB,13,4,1.0,0.0,0,0.0,0.0,,,0,,,0
Vince Williams,PIT,25,LB,16,2,1.0,0.0,0,0.0,0.0,,,0,,,0
Robert Woods,BUF,22,WR,16,15,1.0,11.0,0,11.0,11.0,,,0,,,710
Jordan Todman,JAX,24,RB,16,1,,,0,,,38.0,972.0,0,40.0,25.6,1356
Benny Cunningham,STL,24,RB,16,2,,,0,,,35.0,963.0,0,75.0,27.5,1561
Cordarrelle Patterson,MIN,23,WR,16,7,,,0,,,34.0,871.0,0,51.0,25.6,1372
Percy Harvin,2TM,26,WR,13,12,,,0,,,32.0,778.0,0,65.0,24.3,1463
Knile Davis,KAN,23,RB,16,1,,,0,,,29.0,829.0,1,99.0,28.6,1439
DuJuan Harris,GNB,26,RB,15,0,,,0,,,22.0,456.0,0,41.0,20.7,531
Markus Wheaton,PIT,23,WR,16,11,,,0,,,20.0,494.0,0,41.0,24.7,1157
Latavius Murray,OAK,24,RB,15,3,,,0,,,19.0,429.0,0,38.0,22.6,996
Paul Richardson,SEA,22,WR,15,6,,,0,,,16.0,376.0,0,47.0,23.5,647
Travaris Cadet,NOR,25,RB,15,1,,,0,,,15.0,364.0,0,34.0,24.3,692
Josh Huff,PHI,23,WR,12,0,,,0,,,14.0,415.0,1,107.0,29.6,520
Omar Bolden,DEN,26,DB,15,0,,,0,,,13.0,429.0,0,77.0,33.0,429
Saalim Hakim,NYJ,24,DB,16,0,,,0,,,13.0,279.0,0,44.0,21.5,279
Danieal Manning,HOU,32,SS,16,5,,,0,,,13.0,267.0,0,41.0,20.5,267
Marlon Moore,CLE,27,WR,13,0,,,0,,,13.0,322.0,0,32.0,24.8,322
Andre Caldwell,DEN,29,WR,16,2,,,0,,,12.0,278.0,0,54.0,23.2,325
Quintin Demps,NYG,29,FS,16,9,,,0,,,12.0,255.0,0,29.0,21.3,274
Michael Cox,NYG,26,RB,4,0,,,0,,,11.0,261.0,0,40.0,23.7,303
Carlos Hyde,SFO,24,RB,14,0,,,0,,,11.0,268.0,0,30.0,24.4,669
Chris Polk,PHI,25,RB,14,0,,,0,,,11.0,340.0,1,102.0,30.9,528
Fozzy Whittaker,CAR,25,RB,10,1,,,0,,,11.0,262.0,0,46.0,23.8,467
C.J. Spiller,BUF,27,RB,9,5,,,0,,,10.0,306.0,1,102.0,30.6,731
Shaun Draughn,3TM,27,RB,10,0,,,0,,,8.0,173.0,0,39.0,21.6,192
George Atkinson,OAK,22,RB,5,0,,,0,,,7.0,134.0,0,28.0,19.1,134
Patrick Chung,NWE,27,SS,16,15,,,0,,,7.0,140.0,0,30.0,20.0,150
Bishop Sankey,TEN,22,RB,16,9,,,0,,,7.0,198.0,0,42.0,28.3,900
T.J. Graham,NYJ,25,WR,12,0,,,0,,,6.0,113.0,0,23.0,18.8,200
Antonio Andrews,TEN,22,RB,4,0,,,0,,,5.0,110.0,0,27.0,22.0,121
LeGarrette Blount,2TM,28,RB,16,1,,,0,,,5.0,103.0,0,29.0,20.6,704
Chris Givens,STL,25,WR,14,0,,,0,,,5.0,101.0,0,29.0,20.2,264
Rashad Ross,2TM,24,WR,4,0,,,0,,,5.0,106.0,0,24.0,21.2,106
Damien Williams,MIA,22,RB,16,0,,,0,,,5.0,102.0,0,26.0,20.4,411
Matt Asiata,MIN,27,RB,15,9,,,0,,,4.0,47.0,0,16.0,11.8,929
Anthony Dixon,BUF,27,RB,16,0,,,0,,,4.0,52.0,0,15.0,13.0,533
Taylor Gabriel,CLE,23,WR,16,2,,,0,,,4.0,96.0,0,30.0,24.0,727
Marquise Goodwin,BUF,24,WR,10,0,,,0,,,4.0,84.0,0,24.0,21.0,134
Senorise Perry,CHI,23,RB,16,0,,,0,,,4.0,88.0,0,21.0,22.0,87
Bryce Brown,BUF,23,RB,7,2,,,0,,,3.0,75.0,0,32.0,25.0,377
James Casey,PHI,30,TE,16,2,,,0,,,3.0,38.0,0,16.0,12.7,97
Jerome Felton,MIN,28,RB,16,3,,,0,,,3.0,36.0,0,14.0,12.0,63
Dan Herron,IND,25,RB,16,3,,,0,,,3.0,78.0,0,32.0,26.0,602
Darren McFadden,OAK,27,RB,16,12,,,0,,,3.0,59.0,0,23.0,19.7,805
Joe McKnight,KAN,26,RB,2,0,,,0,,,3.0,65.0,0,25.0,21.7,132
Chris Owusu,2TM,24,WR,8,0,,,0,,,3.0,147.0,0,87.0,49.0,248
Kenbrell Thompkins,2TM,26,WR,14,7,,,0,,,3.0,43.0,0,21.0,14.3,310
Brandon Williams,CAR,27,TE,14,0,,,0,,,3.0,36.0,0,19.0,12.0,80
Luke Willson,SEA,24,TE,15,10,,,0,,,3.0,37.0,0,20.0,12.3,399
Jackie Battle,TEN,31,RB,16,1,,,0,,,2.0,43.0,0,22.0,21.5,80
Nolan Carroll,PHI,27,DB,16,1,,,0,,,2.0,45.0,0,24.0,22.5,45
John Conner,NYJ,27,RB,12,3,,,0,,,2.0,12.0,0,7.0,6.0,67
Ryan Davis,JAX,25,LB,16,0,,,0,,,2.0,22.0,0,15.0,11.0,22
Lance Dunbar,DAL,24,RB,16,0,,,0,,,2.0,46.0,0,28.0,23.0,362
Rhett Ellison,MIN,26,TE,16,13,,,0,,,2.0,23.0,0,14.0,11.5,231
Kyle Juszczyk,BAL,23,RB,16,14,,,0,,,2.0,28.0,0,16.0,14.0,210
Karl Klug,TEN,26,DT,16,0,,,0,,,2.0,32.0,0,20.0,16.0,41
Cody Latimer,DEN,22,WR,8,0,,,0,,,2.0,22.0,0,14.0,11.0,45
Niles Paul,WAS,25,TE,16,7,,,0,,,2.0,36.0,0,20.0,18.0,543
Bilal Powell,NYJ,26,RB,15,1,,,0,,,2.0,34.0,0,25.0,17.0,267
Dante Rosario,CHI,30,TE,16,3,,,0,,,2.0,7.0,0,10.0,3.5,123
Matthew Slater*,NWE,29,WR,16,0,,,0,,,2.0,44.0,0,26.0,22.0,44
Adam Thielen,MIN,24,WR,16,2,,,0,,,2.0,33.0,0,21.0,16.5,170
Fitzgerald Toussaint,BAL,24,RB,4,0,,,0,,,2.0,41.0,0,23.0,20.5,80
Justin Trattou,MIN,26,DE,4,0,,,0,,,2.0,19.0,0,13.0,9.5,19
Joe Webb,CAR,28,WR,7,0,,,0,,,2.0,53.0,0,27.0,26.5,69
Eric Weems,ATL,29,WR,16,0,,,0,,,2.0,34.0,0,17.0,17.0,136
George Winn,DET,24,RB,12,0,,,0,,,2.0,28.0,0,16.0,14.0,101
Tyson Alualu,JAX,27,DE,16,0,,,0,,,1.0,12.0,0,12.0,12.0,12
Jace Amaro,NYJ,22,TE,14,4,,,0,,,1.0,21.0,0,21.0,21.0,366
Marvin Austin,DEN,25,DT,15,0,,,0,,,1.0,12.0,0,12.0,12.0,12
Joe Banyard,MIN,26,RB,15,0,,,0,,,1.0,8.0,0,8.0,8.0,158
Tim Barnes,STL,26,C,14,0,,,0,,,1.0,7.0,0,7.0,7.0,7
Jarrett Boykin,GNB,25,WR,13,3,,,0,,,1.0,3.0,0,3.0,3.0,26
Donald Brown,SDG,27,RB,13,3,,,0,,,1.0,8.0,0,8.0,8.0,442
Marcus Easley,BUF,27,WR,10,0,,,0,,,1.0,13.0,0,13.0,13.0,13
Terrence Fede,MIA,23,DE,11,0,,,0,,,1.0,13.0,0,13.0,13.0,13
Brian Folkerts,CAR,24,C,16,0,,,0,,,1.0,12.0,0,12.0,12.0,12
Chase Ford,MIN,24,TE,11,5,,,0,,,1.0,12.0,0,12.0,12.0,270
Nate Garner,MIA,29,T,10,0,,,0,,,1.0,13.0,0,13.0,13.0,13
Crockett Gillmore,BAL,23,TE,15,1,,,0,,,1.0,15.0,0,15.0,15.0,136
Cyrus Gray,KAN,25,RB,9,0,,,0,,,1.0,0.0,0,0.0,0.0,31
MarQueis Gray,2TM,25,TE,13,5,,,0,,,1.0,14.0,0,14.0,14.0,148
Cooper Helfet,SEA,25,TE,10,2,,,0,,,1.0,0.0,0,0.0,0.0,185
T.Y. Hilton*,IND,25,WR,15,15,,,0,,,1.0,0.0,0,0.0,0.0,1365
Tony Jerod-Eddie,SFO,24,DE,16,2,,,0,,,1.0,18.0,0,18.0,18.0,18
David Johnson,SDG,27,TE,14,2,,,0,,,1.0,0.0,0,0.0,0.0,4
Leonard Johnson,TAM,24,DB,16,3,,,0,,,1.0,18.0,0,18.0,18.0,12
Akeem Jordan,WAS,29,LB,2,0,,,0,,,1.0,5.0,0,5.0,5.0,5
Brandon LaFell,NWE,28,WR,16,13,,,0,,,1.0,0.0,0,0.0,0.0,966
Jorvorskie Lane,TAM,27,RB,9,4,,,0,,,1.0,9.0,0,9.0,9.0,70
Tim Lelito,NOR,25,G,16,2,,,0,,,1.0,0.0,0,0.0,0.0,0
Orie Lemon,TAM,27,LB,10,3,,,0,,,1.0,8.0,0,8.0,8.0,8
Spencer Long,WAS,24,G,5,0,,,0,,,1.0,12.0,0,12.0,12.0,12
Aaron Lynch,SFO,21,DE,16,3,,,0,,,1.0,10.0,0,10.0,10.0,10
Mike Martin,TEN,24,DT,12,3,,,0,,,1.0,0.0,0,0.0,0.0,0
Cliff Matthews,ATL,25,DE,7,0,,,0,,,1.0,2.0,0,2.0,2.0,2
Devin McCourty,NWE,27,FS,16,16,,,0,,,1.0,27.0,0,27.0,27.0,97
Bruce Miller,SFO,27,RB,16,8,,,0,,,1.0,19.0,0,19.0,19.0,217
Jordy Nelson*,GNB,29,WR,16,16,,,0,,,1.0,0.0,0,0.0,0.0,1519
Branden Oliver,SDG,23,RB,14,7,,,0,,,1.0,22.0,0,22.0,22.0,875
Chris Pantale,NYJ,24,TE,5,0,,,0,,,1.0,24.0,0,24.0,24.0,24
Quinton Patton,SFO,24,WR,4,0,,,0,,,1.0,24.0,0,24.0,24.0,88
Logan Paulsen,WAS,27,TE,16,12,,,0,,,1.0,10.0,0,10.0,10.0,88
Chase Reynolds,STL,27,RB,15,0,,,0,,,1.0,0.0,0,0.0,0.0,0
Craig Robertson,CLE,26,RILB,16,11,,,0,,,1.0,3.0,0,3.0,3.0,33
Khiry Robinson,NOR,25,RB,10,3,,,0,,,1.0,28.0,0,28.0,28.0,453
Jacquizz Rodgers,ATL,24,RB,16,1,,,0,,,1.0,10.0,0,10.0,10.0,400
Greg Salas,NYJ,26,WR,10,2,,,0,,,1.0,8.0,0,8.0,8.0,195
Anthony Sherman,KAN,26,RB,16,6,,,0,,,1.0,13.0,0,13.0,13.0,92
Brad Smith,PHI,31,WR,13,0,,,0,,,1.0,21.0,0,21.0,21.0,38
Zach Sudfeld,NYJ,25,TE,16,3,,,0,,,1.0,9.0,0,9.0,9.0,94
Frank Summers,BUF,29,RB,10,6,,,0,,,1.0,11.0,0,11.0,11.0,37
Lorenzo Taliaferro,BAL,23,RB,13,0,,,0,,,1.0,15.0,0,15.0,15.0,421
Chase Thomas,SFO,25,LB,5,0,,,0,,,1.0,8.0,0,8.0,8.0,8
Levine Toilolo,ATL,23,TE,16,16,,,0,,,1.0,0.0,0,0.0,0.0,238
Mike Tolbert,CAR,29,RB,8,6,,,0,,,1.0,2.0,0,2.0,2.0,173
Kyle Wilber,DAL,25,LB,16,3,,,0,,,1.0,2.0,0,2.0,2.0,2
Tourek Williams,SDG,23,LB,15,0,,,0,,,1.0,13.0,0,13.0,13.0,13
Albert Wilson,KAN,22,WR,12,2,,,0,,,1.0,21.0,0,21.0,21.0,281
Darrel Young,WAS,27,RB,16,10,,,0,,,1.0,10.0,0,10.0,10.0,113
