Player,Age,Team,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb,Awards
Jason Avant,27.0,PHI,16.0,3.0,76.0,51.0,573.0,11.2,1.0,29.0,60.5,34.0,3.2,35.8,67.1,7.5,0.0,
Donald Driver,35.0,GNB,15.0,15.0,85.0,51.0,565.0,11.1,4.0,30.0,49.4,61.0,3.4,37.7,60.0,6.6,1.0,
Matt Forte,25.0,CHI,16.0,16.0,70.0,51.0,547.0,10.7,3.0,21.0,48.6,89.0,3.2,34.2,72.9,7.8,3.0,
Jacoby Jones,26.0,HOU,15.0,7.0,78.0,51.0,562.0,11.0,3.0,30.0,51.3,47.0,3.4,37.5,65.4,7.2,1.0,
Johnny Knox,24.0,CHI,16.0,16.0,100.0,51.0,960.0,18.8,5.0,43.0,47.0,67.0,3.2,60.0,51.0,9.6,1.0,
Kevin Walter,29.0,HOU,16.0,16.0,80.0,51.0,621.0,12.2,5.0,33.0,55.0,35.0,3.2,38.8,63.8,7.8,0.0,
Antonio Gates,30.0,SDG,10.0,10.0,65.0,50.0,782.0,15.6,10.0,42.0,69.2,48.0,5.0,78.2,76.9,12.0,0.0,"PB,AP-2"
James Jones,26.0,GNB,16.0,3.0,87.0,50.0,679.0,13.6,5.0,33.0,50.6,66.0,3.1,42.4,57.5,7.8,3.0,
Felix Jones,23.0,DAL,16.0,7.0,52.0,48.0,450.0,9.4,1.0,11.0,50.0,71.0,3.0,28.1,92.3,8.7,2.0,
Steve Smith,25.0,NYG,9.0,7.0,75.0,48.0,529.0,11.0,3.0,26.0,57.3,45.0,5.3,58.8,64.0,7.1,0.0,
Ahmad Bradshaw,24.0,NYG,16.0,11.0,58.0,47.0,314.0,6.7,0.0,18.0,44.8,18.0,2.9,19.6,81.0,5.4,7.0,
Steve Breaston,27.0,ARI,13.0,11.0,87.0,47.0,718.0,15.3,1.0,32.0,44.8,37.0,3.6,55.2,54.0,8.3,0.0,
DeSean Jackson,24.0,PHI,14.0,14.0,95.0,47.0,1056.0,22.5,6.0,32.0,43.2,91.0,3.4,75.4,49.5,11.1,4.0,"PB,AP OPoY-5"
Darren McFadden,23.0,OAK,13.0,13.0,61.0,47.0,507.0,10.8,3.0,22.0,47.5,67.0,3.6,39.0,77.0,8.3,4.0,
Tony Moeaki,23.0,KAN,15.0,15.0,73.0,47.0,556.0,11.8,3.0,31.0,53.4,34.0,3.1,37.1,64.4,7.6,0.0,
Visanthe Shiancoe,30.0,MIN,16.0,9.0,79.0,47.0,530.0,11.3,2.0,20.0,46.8,33.0,2.9,33.1,59.5,6.7,0.0,
Earl Bennett,23.0,CHI,14.0,3.0,71.0,46.0,561.0,12.2,3.0,27.0,50.7,48.0,3.3,40.1,64.8,7.9,1.0,
Frank Gore,27.0,SFO,11.0,11.0,72.0,46.0,452.0,9.8,2.0,15.0,38.9,41.0,4.2,41.1,63.9,6.3,4.0,
Steven Jackson,27.0,STL,16.0,16.0,62.0,46.0,383.0,8.3,0.0,14.0,41.9,49.0,2.9,23.9,74.2,6.2,1.0,PB
Steve Smith Sr.,31.0,CAR,14.0,14.0,100.0,46.0,554.0,12.0,2.0,24.0,37.0,39.0,3.3,39.6,46.0,5.5,3.0,
Cadillac Williams,28.0,TAM,16.0,9.0,64.0,46.0,355.0,7.7,1.0,19.0,39.1,20.0,2.9,22.2,71.9,5.5,1.0,
Dez Bryant,22.0,DAL,12.0,2.0,73.0,45.0,561.0,12.5,6.0,23.0,45.2,46.0,3.8,46.8,61.6,7.7,1.0,
Jamaal Charles,24.0,KAN,16.0,6.0,64.0,45.0,468.0,10.4,3.0,22.0,51.6,31.0,2.8,29.3,70.3,7.3,3.0,"PB,AP-1"
Aaron Hernandez,21.0,NWE,14.0,7.0,64.0,45.0,563.0,12.5,6.0,27.0,54.7,46.0,3.2,40.2,70.3,8.8,0.0,
Jordy Nelson,25.0,GNB,16.0,4.0,64.0,45.0,582.0,12.9,2.0,25.0,62.5,80.0,2.8,36.4,70.3,9.1,3.0,
Tony Scheffler,27.0,DET,15.0,4.0,72.0,45.0,378.0,8.4,1.0,23.0,47.2,25.0,3.0,25.2,62.5,5.3,1.0,
Anthony Armstrong,27.0,WAS,15.0,11.0,86.0,44.0,871.0,19.8,3.0,32.0,44.2,76.0,2.9,58.1,51.2,10.1,1.0,
Chris Johnson,25.0,TEN,16.0,16.0,57.0,44.0,245.0,5.6,1.0,9.0,29.8,25.0,2.8,15.3,77.2,4.3,3.0,PB
Robert Meachem,26.0,NOR,16.0,7.0,66.0,44.0,638.0,14.5,5.0,27.0,56.1,55.0,2.8,39.9,66.7,9.7,0.0,
Josh Morgan,25.0,SFO,16.0,11.0,80.0,44.0,698.0,15.9,2.0,27.0,46.3,65.0,2.8,43.6,55.0,8.7,2.0,
Jason Snelling,27.0,ATL,14.0,0.0,51.0,44.0,303.0,6.9,3.0,13.0,39.2,28.0,3.1,21.6,86.3,5.9,2.0,
Brian Hartline,24.0,MIA,12.0,11.0,73.0,43.0,615.0,14.3,1.0,27.0,52.1,54.0,3.6,51.3,58.9,8.4,1.0,
Brandon Jackson,25.0,GNB,16.0,13.0,50.0,43.0,342.0,8.0,1.0,18.0,58.0,37.0,2.7,21.4,86.0,6.8,1.0,
Mike Sims-Walker,26.0,JAX,14.0,13.0,80.0,43.0,562.0,13.1,7.0,32.0,52.5,39.0,3.1,40.1,53.8,7.0,1.0,
Kenny Britt,22.0,TEN,12.0,7.0,73.0,42.0,775.0,18.5,9.0,33.0,53.4,80.0,3.5,64.6,57.5,10.6,1.0,
Brent Celek,25.0,PHI,16.0,15.0,79.0,42.0,511.0,12.2,4.0,23.0,44.3,65.0,2.6,31.9,53.2,6.5,0.0,
Rob Gronkowski,21.0,NWE,16.0,11.0,59.0,42.0,546.0,13.0,10.0,30.0,64.4,28.0,2.6,34.1,71.2,9.3,1.0,
Heath Miller,28.0,PIT,14.0,14.0,67.0,42.0,512.0,12.2,2.0,24.0,52.2,36.0,3.0,36.6,62.7,7.6,1.0,
Nate Washington,27.0,TEN,16.0,16.0,94.0,42.0,687.0,16.4,6.0,34.0,42.6,71.0,2.6,42.9,44.7,7.3,0.0,
Jerricho Cotchery,28.0,NYJ,14.0,5.0,86.0,41.0,433.0,10.6,2.0,27.0,40.7,49.0,2.9,30.9,47.7,5.0,0.0,
Daniel Fells,27.0,STL,16.0,6.0,65.0,41.0,391.0,9.5,2.0,24.0,49.2,36.0,2.6,24.4,63.1,6.0,0.0,
Michael Jenkins,28.0,ATL,11.0,9.0,73.0,41.0,505.0,12.3,2.0,29.0,46.6,43.0,3.7,45.9,56.2,6.9,0.0,
Louis Murphy,23.0,OAK,14.0,9.0,78.0,41.0,609.0,14.9,2.0,28.0,43.6,70.0,2.9,43.5,52.6,7.8,2.0,
Greg Olsen,25.0,CHI,16.0,13.0,70.0,41.0,404.0,9.9,5.0,22.0,50.0,39.0,2.6,25.3,58.6,5.8,2.0,
Jeremy Shockey,30.0,NOR,13.0,11.0,59.0,41.0,408.0,10.0,3.0,22.0,61.0,31.0,3.2,31.4,69.5,6.9,0.0,
Mike Goodson,23.0,CAR,16.0,3.0,57.0,40.0,310.0,7.8,0.0,15.0,36.8,32.0,2.5,19.4,70.2,5.4,6.0,
Todd Heap,30.0,BAL,13.0,13.0,64.0,40.0,599.0,15.0,5.0,30.0,54.7,65.0,3.1,46.1,62.5,9.4,1.0,
Devin Hester,28.0,CHI,16.0,13.0,73.0,40.0,475.0,11.9,4.0,24.0,45.2,39.0,2.5,29.7,54.8,6.5,0.0,"PB,AP-1"
Chansi Stuckey,27.0,CLE,16.0,5.0,63.0,40.0,346.0,8.7,0.0,21.0,42.9,25.0,2.5,21.6,63.5,5.5,3.0,
Anthony Fasano,26.0,MIA,15.0,15.0,60.0,39.0,528.0,13.5,4.0,29.0,56.7,31.0,2.6,35.2,65.0,8.8,0.0,
Keiland Williams,24.0,WAS,15.0,3.0,58.0,39.0,309.0,7.9,2.0,11.0,34.5,36.0,2.6,20.6,67.2,5.3,1.0,
Owen Daniels,28.0,HOU,11.0,10.0,68.0,38.0,471.0,12.4,2.0,25.0,50.0,31.0,3.5,42.8,55.9,6.9,0.0,
Brandon LaFell,24.0,CAR,14.0,2.0,77.0,38.0,468.0,12.3,1.0,23.0,39.0,44.0,2.7,33.4,49.4,6.1,0.0,
Dallas Clark,31.0,IND,6.0,6.0,53.0,37.0,347.0,9.4,3.0,21.0,62.3,50.0,6.2,57.8,69.8,6.5,0.0,
Lee Evans,29.0,BUF,13.0,13.0,84.0,37.0,578.0,15.6,4.0,26.0,39.3,54.0,2.8,44.5,44.0,6.9,2.0,
Malcom Floyd,29.0,SDG,11.0,9.0,77.0,37.0,717.0,19.4,6.0,33.0,45.5,55.0,3.4,65.2,48.1,9.3,1.0,
David Gettis,23.0,CAR,15.0,13.0,67.0,37.0,508.0,13.7,3.0,24.0,47.8,88.0,2.5,33.9,55.2,7.6,0.0,
Knowshon Moreno,23.0,DEN,13.0,13.0,48.0,37.0,372.0,10.1,3.0,15.0,50.0,45.0,2.8,28.6,77.1,7.8,3.0,
Roy Williams,29.0,DAL,15.0,9.0,64.0,37.0,530.0,14.3,5.0,24.0,50.0,63.0,2.5,35.3,57.8,8.3,3.0,
Deon Butler,24.0,SEA,13.0,8.0,70.0,36.0,385.0,10.7,4.0,20.0,37.1,63.0,2.8,29.6,51.4,5.5,0.0,
Joel Dreessen,28.0,HOU,16.0,10.0,55.0,36.0,518.0,14.4,4.0,24.0,50.9,43.0,2.3,32.4,65.5,9.4,1.0,
Mohamed Massaquoi,24.0,CLE,15.0,14.0,73.0,36.0,483.0,13.4,2.0,24.0,41.1,41.0,2.4,32.2,49.3,6.6,1.0,
Adrian Peterson,25.0,MIN,15.0,15.0,50.0,36.0,341.0,9.5,1.0,17.0,48.0,34.0,2.4,22.7,72.0,6.8,1.0,"PB,AP-2"
Bo Scaife,29.0,TEN,14.0,13.0,52.0,36.0,318.0,8.8,4.0,17.0,46.2,30.0,2.6,22.7,69.2,6.1,2.0,
Blair White,23.0,IND,13.0,4.0,57.0,36.0,355.0,9.9,5.0,24.0,52.6,33.0,2.8,27.3,63.2,6.2,1.0,
Kevin Boss,26.0,NYG,15.0,13.0,70.0,35.0,531.0,15.2,5.0,20.0,40.0,54.0,2.3,35.4,50.0,7.6,1.0,
Reggie Bush,25.0,NOR,8.0,6.0,42.0,34.0,208.0,6.1,1.0,10.0,47.6,20.0,4.3,26.0,81.0,5.0,2.0,
Devery Henderson,28.0,NOR,16.0,11.0,59.0,34.0,464.0,13.6,1.0,22.0,49.2,57.0,2.1,29.0,57.6,7.9,0.0,
Maurice Jones-Drew,25.0,JAX,14.0,14.0,44.0,34.0,317.0,9.3,2.0,13.0,43.2,75.0,2.4,22.6,77.3,7.2,2.0,PB
Laurent Robinson,25.0,STL,14.0,11.0,75.0,34.0,344.0,10.1,2.0,21.0,36.0,32.0,2.4,24.6,45.3,4.6,0.0,
Danny Woodhead,25.0,NWE,14.0,3.0,44.0,34.0,379.0,11.1,1.0,15.0,47.7,50.0,2.4,27.1,77.3,8.6,1.0,
Martellus Bennett,23.0,DAL,16.0,11.0,47.0,33.0,260.0,7.9,0.0,12.0,44.7,32.0,2.1,16.3,70.2,5.5,1.0,
Ronnie Brown,29.0,MIA,16.0,16.0,43.0,33.0,242.0,7.3,0.0,13.0,44.2,24.0,2.1,15.1,76.7,5.6,3.0,
Justin Forsett,25.0,SEA,16.0,5.0,51.0,33.0,252.0,7.6,0.0,10.0,39.2,21.0,2.1,15.8,64.7,4.9,0.0,
Roscoe Parrish,28.0,BUF,8.0,6.0,53.0,33.0,400.0,12.1,2.0,20.0,47.2,37.0,4.1,50.0,62.3,7.5,1.0,
Dante Rosario,26.0,CAR,16.0,6.0,58.0,32.0,264.0,8.3,0.0,15.0,34.5,26.0,2.0,16.5,55.2,4.6,0.0,
John Carlson,26.0,SEA,15.0,13.0,58.0,31.0,318.0,10.3,1.0,12.0,36.2,37.0,2.1,21.2,53.4,5.5,0.0,
Jimmy Graham,24.0,NOR,15.0,5.0,44.0,31.0,356.0,11.5,5.0,21.0,63.6,52.0,2.1,23.7,70.5,8.1,1.0,
Fred Jackson,29.0,BUF,16.0,13.0,54.0,31.0,215.0,6.9,2.0,9.0,25.9,65.0,1.9,13.4,57.4,4.0,5.0,
David Nelson,24.0,BUF,15.0,3.0,47.0,31.0,353.0,11.4,3.0,19.0,55.3,37.0,2.1,23.5,66.0,7.5,0.0,
Brandon Stokley,34.0,SEA,11.0,0.0,43.0,31.0,354.0,11.4,0.0,22.0,60.5,36.0,2.8,32.2,72.1,8.2,0.0,
T.J. Houshmandzadeh,33.0,BAL,16.0,2.0,57.0,30.0,398.0,13.3,3.0,19.0,42.1,56.0,1.9,24.9,52.6,7.0,1.0,
Ben Obomanu,27.0,SEA,15.0,6.0,49.0,30.0,494.0,16.5,4.0,17.0,53.1,87.0,2.0,32.9,61.2,10.1,0.0,
David Thomas,27.0,NOR,13.0,8.0,46.0,30.0,219.0,7.3,2.0,11.0,43.5,22.0,2.3,16.8,65.2,4.8,0.0,
Jared Cook,23.0,TEN,16.0,1.0,45.0,29.0,361.0,12.4,1.0,18.0,53.3,36.0,1.8,22.6,64.4,8.0,0.0,
Brian Robiskie,23.0,CLE,14.0,11.0,49.0,29.0,310.0,10.7,3.0,12.0,40.8,46.0,2.1,22.1,59.2,6.3,0.0,
Pierre Thomas,26.0,NOR,6.0,3.0,29.0,29.0,201.0,6.9,0.0,10.0,58.6,23.0,4.8,33.5,100.0,6.9,0.0,
Delanie Walker,26.0,SFO,14.0,8.0,45.0,29.0,331.0,11.4,0.0,13.0,55.6,38.0,2.1,23.6,64.4,7.4,1.0,
Cedric Benson,28.0,CIN,16.0,16.0,37.0,28.0,178.0,6.4,1.0,9.0,45.9,24.0,1.8,11.1,75.7,4.8,7.0,
Bernard Berrian,30.0,MIN,14.0,9.0,54.0,28.0,252.0,9.0,0.0,14.0,42.6,30.0,2.0,18.0,51.9,4.7,2.0,
Correll Buckhalter,32.0,DEN,15.0,0.0,39.0,28.0,240.0,8.6,2.0,9.0,41.0,23.0,1.9,16.0,71.8,6.2,1.0,
Patrick Crayton,31.0,SDG,9.0,2.0,42.0,28.0,514.0,18.4,1.0,24.0,64.3,49.0,3.1,57.1,66.7,12.2,0.0,
Emmanuel Sanders,23.0,PIT,13.0,1.0,50.0,28.0,376.0,13.4,2.0,18.0,54.0,35.0,2.2,28.9,56.0,7.5,2.0,
Randy Moss,33.0,3TM,16.0,11.0,63.0,28.0,393.0,14.0,5.0,20.0,41.3,37.0,1.8,24.6,44.4,6.2,0.0,
Early Doucet,25.0,ARI,10.0,5.0,59.0,26.0,291.0,11.2,1.0,10.0,32.2,36.0,2.6,29.1,44.1,4.9,0.0,
Darrius Heyward-Bey,23.0,OAK,15.0,14.0,65.0,26.0,366.0,14.1,1.0,18.0,36.9,69.0,1.7,24.4,40.0,5.6,1.0,
Rashad Jennings,25.0,JAX,13.0,3.0,35.0,26.0,223.0,8.6,0.0,8.0,37.1,25.0,2.0,17.2,74.3,6.4,0.0,
Mewelde Moore,28.0,PIT,15.0,0.0,31.0,26.0,205.0,7.9,0.0,10.0,48.4,29.0,1.7,13.7,83.9,6.6,0.0,
Arrelious Benn,22.0,TAM,15.0,9.0,38.0,25.0,395.0,15.8,2.0,17.0,57.9,64.0,1.7,26.3,65.8,10.4,1.0,
Andre Caldwell,25.0,CIN,15.0,5.0,37.0,25.0,345.0,13.8,0.0,16.0,64.9,53.0,1.7,23.0,67.6,9.3,1.0,
Jacoby Ford,23.0,OAK,16.0,9.0,54.0,25.0,470.0,18.8,2.0,19.0,40.7,52.0,1.6,29.4,46.3,8.7,3.0,
Maurice Morris,31.0,DET,14.0,7.0,31.0,25.0,170.0,6.8,0.0,7.0,51.6,16.0,1.8,12.1,80.6,5.5,1.0,
Marcel Reece,25.0,OAK,16.0,10.0,43.0,25.0,333.0,13.3,3.0,12.0,37.2,73.0,1.6,20.8,58.1,7.7,1.0,
Mike Tolbert,25.0,SDG,15.0,4.0,29.0,25.0,216.0,8.6,0.0,8.0,62.1,28.0,1.7,14.4,86.2,7.4,5.0,
Derek Hagan,26.0,NYG,7.0,4.0,43.0,24.0,223.0,9.3,1.0,14.0,46.5,17.0,3.4,31.9,55.8,5.2,0.0,
Andre Roberts,22.0,ARI,15.0,2.0,49.0,24.0,307.0,12.8,2.0,10.0,34.7,74.0,1.6,20.5,49.0,6.3,2.0,
C.J. Spiller,23.0,BUF,14.0,1.0,30.0,24.0,157.0,6.5,1.0,7.0,43.3,41.0,1.7,11.2,80.0,5.2,5.0,
Sammie Stroughter,24.0,TAM,12.0,4.0,38.0,24.0,239.0,10.0,0.0,13.0,44.7,27.0,2.0,19.9,63.2,6.3,1.0,
Brandon Tate,23.0,NWE,16.0,10.0,46.0,24.0,432.0,18.0,3.0,14.0,32.6,65.0,1.5,27.0,52.2,9.4,1.0,
Ladell Betts,31.0,NOR,8.0,1.0,31.0,23.0,141.0,6.1,0.0,6.0,32.3,25.0,2.9,17.6,74.2,4.5,1.0,
Mark Clayton,28.0,STL,5.0,5.0,42.0,23.0,306.0,13.3,2.0,15.0,47.6,39.0,4.6,61.2,54.8,7.3,0.0,
Josh Cribbs,27.0,CLE,15.0,5.0,39.0,23.0,292.0,12.7,1.0,11.0,41.0,65.0,1.5,19.5,59.0,7.5,7.0,
Rashard Mendenhall,23.0,PIT,16.0,16.0,34.0,23.0,167.0,7.3,0.0,6.0,47.1,24.0,1.4,10.4,67.6,4.9,2.0,
Legedu Naanee,27.0,SDG,10.0,9.0,46.0,23.0,371.0,16.1,1.0,20.0,47.8,59.0,2.3,37.1,50.0,8.1,1.0,
Chris Chambers,32.0,KAN,13.0,7.0,43.0,22.0,213.0,9.7,1.0,13.0,41.9,26.0,1.7,16.4,51.2,5.0,0.0,
Harry Douglas,26.0,ATL,16.0,4.0,53.0,22.0,294.0,13.4,1.0,15.0,35.8,46.0,1.4,18.4,41.5,5.5,0.0,
Jacob Hester,25.0,SDG,15.0,7.0,26.0,22.0,145.0,6.6,1.0,9.0,57.7,21.0,1.5,9.7,84.6,5.6,0.0,
