Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds.1,TD.1,Lng.1,Y/Rt,APYd
Kylin Hill,GNB,23,RB,8,0,,,0,,,10.0,199.0,0,41.0,19.9,228
Jamycal Hasty,SFO,25,RB,11,0,,,0,,,9.0,145.0,0,28.0,16.1,370
Marcus Johnson,TEN,27,WR,7,3,,,0,,,9.0,179.0,0,31.0,19.9,337
Ashton Dulin,IND,24,WR,17,1,,,0,,,8.0,206.0,0,31.0,25.8,411
Kenneth Gainwell,PHI,22,RB,16,1,,,0,,,8.0,137.0,0,31.0,17.1,681
Dontrell Hilliard,TEN,26,RB,8,5,,,0,,,8.0,177.0,0,26.0,22.1,614
Tyron Johnson,2TM,25,WR,10,0,,,0,,,8.0,156.0,0,34.0,19.5,172
Quez Watkins,PHI,23,WR,17,12,,,0,,,8.0,138.0,0,24.0,17.3,788
Eno Benjamin,ARI,22,RB,9,0,,,0,,,7.0,162.0,0,29.0,23.1,322
Larry Rountree,LAC,22,RB,12,0,,,0,,,7.0,117.0,0,24.0,16.7,203
D'Ernest Johnson,CLE,25,RB,17,2,,,0,,,6.0,139.0,0,29.0,23.2,810
Cameron Batson,TEN,26,WR,4,0,,,0,,,5.0,80.0,0,20.0,16.0,110
Chris Claybrooks,JAX,24,CB,16,2,,,0,,,5.0,88.0,0,25.0,17.6,88
Darnay Holmes,NYG,23,CB,11,4,,,0,,,5.0,97.0,0,23.0,19.4,134
Corey Ballentine,DET,25,DB,4,0,,,0,,,4.0,94.0,0,26.0,23.5,94
Michael Bandy,LAC,24,WR,1,0,,,0,,,4.0,88.0,0,27.0,22.0,88
Jake Funk,LAR,23,RB,10,0,,,0,,,4.0,88.0,0,28.0,22.0,93
Tom Kennedy,DET,25,WR,12,0,,,0,,,4.0,89.0,0,28.0,22.3,143
Phillip Lindsay,2TM,27,RB,14,1,,,0,,,4.0,72.0,0,20.0,18.0,366
Sony Michel,LAR,26,RB,17,7,,,0,,,4.0,90.0,0,28.0,22.5,1063
Henry Ruggs III,LVR,22,WR,7,7,,,0,,,4.0,70.0,0,22.0,17.5,555
Ben Skowronek,LAR,24,WR,14,1,,,0,,,4.0,70.0,0,19.0,17.5,203
Ihmir Smith-Marsette,MIN,22,WR,8,1,,,0,,,4.0,83.0,0,24.0,20.8,199
Ambry Thomas,SFO,22,LCB,12,5,,,0,,,4.0,70.0,0,19.0,17.5,70
Nasir Adderley,LAC,24,FS,15,15,,,0,,,3.0,48.0,0,19.0,16.0,48
Brandon Bolden,NWE,31,RB,17,1,,,0,,,3.0,62.0,0,25.0,20.7,693
Jason Huntley,PHI,23,RB,1,0,,,0,,,3.0,84.0,0,35.0,28.0,135
Ty Johnson,NYJ,24,RB,16,3,,,0,,,3.0,57.0,0,26.0,19.0,667
Anthony McFarland Jr.,PIT,23,RB,2,0,,,0,,,3.0,73.0,0,25.0,24.3,87
Deebo Samuel*+,SFO,25,WR,16,15,,,0,,,3.0,75.0,0,33.0,25.0,1845
Dwayne Washington,NOR,27,RB,14,0,,,0,,,3.0,56.0,0,21.0,18.7,84
Pooka Williams,CIN,22,RB,1,0,,,0,,,3.0,52.0,0,25.0,17.3,52
Alex Armah,2TM,27,FB,11,2,,,0,,,2.0,28.0,0,17.0,14.0,50
Peyton Barber,LVR,27,RB,10,1,,,0,,,2.0,49.0,0,25.0,24.5,328
Ja'Marcus Bradley,CLE,25,WR,5,0,,,0,,,2.0,49.0,0,25.0,24.5,113
Michael Burton,KAN,29,RB,16,0,,,0,,,2.0,21.0,0,12.0,10.5,78
D'Wayne Eskridge,SEA,24,WR,10,0,,,0,,,2.0,54.0,0,27.0,27.0,177
Chris Evans,CIN,24,RB,14,1,,,0,,,2.0,58.0,0,29.0,29.0,286
Myles Gaskin,MIA,24,RB,17,10,,,0,,,2.0,29.0,0,16.0,14.5,891
Jalen Guyton,LAC,24,WR,16,2,,,0,,,2.0,32.0,0,22.0,16.0,514
Demetrius Harris,ARI,30,TE,14,4,,,0,,,2.0,26.0,0,14.0,13.0,36
Buddy Howell,LAR,25,RB,10,0,,,0,,,2.0,34.0,0,19.0,17.0,45
Andy Janovich,CLE,28,RB,13,3,,,0,,,2.0,19.0,0,13.0,9.5,28
Aaron Jones,GNB,27,RB,15,15,,,0,,,2.0,19.0,0,10.0,9.5,1209
Devin McCourty,NWE,34,FS,17,17,,,0,,,2.0,27.0,0,18.0,13.5,49
Jeremy McNichols,TEN,26,RB,14,0,,,0,,,2.0,31.0,0,16.0,15.5,427
Ty Montgomery,NOR,28,WR,14,3,,,0,,,2.0,59.0,0,33.0,29.5,198
Stanley Morgan Jr.,CIN,25,WR,17,1,,,0,,,2.0,22.0,0,18.0,11.0,36
James Proche,BAL,25,WR,14,0,,,0,,,2.0,22.0,0,22.0,11.0,224
Keith Smith,ATL,29,FB,17,8,,,0,,,2.0,26.0,0,16.0,13.0,113
Tylan Wallace,BAL,22,WR,17,1,,,0,,,2.0,39.0,0,24.0,19.5,62
Danny Amendola,HOU,36,WR,8,0,,,0,,,1.0,15.0,0,15.0,15.0,263
Dan Arnold,2TM,26,WR,11,4,,,0,,,1.0,13.0,0,13.0,13.0,421
Antony Auclair,HOU,28,TE,16,13,,,0,,,1.0,11.0,0,11.0,11.0,58
Daren Bates,ATL,31,LB,7,0,,,0,,,1.0,8.0,0,8.0,8.0,8
Khari Blasingame,TEN,25,RB,11,3,,,0,,,1.0,12.0,0,12.0,12.0,22
Matt Breida,BUF,26,RB,9,0,,,0,,,1.0,27.0,0,27.0,27.0,224
Darrell Daniels,ARI,27,TE,15,4,,,0,,,1.0,6.0,0,6.0,6.0,6
Darrynton Evans,TEN,23,RB,1,0,,,0,,,1.0,17.0,0,17.0,17.0,35
Maurice Ffrench,LAC,23,WR,3,0,,,0,,,1.0,17.0,0,17.0,17.0,20
Wayne Gallman,2TM,27,RB,8,0,,,0,,,1.0,7.0,0,7.0,7.0,132
Jonathan Garvin,GNB,22,DE,16,1,,,0,,,1.0,0.0,0,0.0,0.0,0
Cyril Grayson,TAM,28,WR,5,3,,,0,,,1.0,7.0,0,7.0,7.0,233
Ryan Griffin,NYJ,31,TE,14,12,,,0,,,1.0,8.0,0,8.0,8.0,269
JaQuan Hardy,DAL,24,RB,3,0,,,0,,,1.0,15.0,0,15.0,15.0,44
John Hightower,PHI,25,WR,1,0,,,0,,,1.0,0.0,0,17.0,0.0,0
Travis Homer,SEA,23,RB,14,0,,,0,,,1.0,44.0,1,44.0,44.0,383
Chuba Hubbard,CAR,22,RB,17,10,,,0,,,1.0,21.0,0,21.0,21.0,807
Andy Isabella,ARI,25,WR,8,0,,,0,,,1.0,31.0,0,31.0,31.0,44
Jakob Johnson,NWE,27,FB,17,6,,,0,,,1.0,14.0,0,14.0,14.0,57
Tyler Johnson,TAM,23,WR,17,3,,,0,,,1.0,10.0,0,10.0,10.0,370
Taiwan Jones,BUF,33,RB,17,0,,,0,,,1.0,14.0,0,14.0,14.0,14
Tony Jones,NOR,24,RB,11,4,,,0,,,1.0,5.0,0,5.0,5.0,176
Cole Kmet,CHI,22,TE,17,17,,,0,,,1.0,0.0,0,0.0,0.0,612
Alexander Mattison,MIN,23,RB,16,4,,,0,,,1.0,18.0,0,18.0,18.0,738
Josh Metellus,MIN,23,S,16,0,,,0,,,1.0,0.0,0,0.0,0.0,0
Scott Miller,TAM,24,WR,9,0,,,0,,,1.0,19.0,0,19.0,19.0,100
Darnell Mooney,CHI,24,WR,17,14,,,0,,,1.0,10.0,0,10.0,10.0,1097
Colby Parkinson,SEA,22,TE,14,1,,,0,,,1.0,13.0,0,13.0,13.0,46
Zach Pascal,IND,27,WR,16,13,,,0,,,1.0,14.0,0,14.0,14.0,419
Aaron Patrick,DEN,25,LB,12,1,,,0,,,1.0,0.0,0,0.0,0.0,0
Artavis Pierce,CHI,25,RB,1,0,,,0,,,1.0,27.0,0,27.0,27.0,27
Germaine Pratt,CIN,25,MLB,15,15,,,0,,,1.0,2.0,0,2.0,2.0,6
D.J. Reed,SEA,25,RCB,14,14,,,0,,,1.0,19.0,0,19.0,19.0,28
John Ross,NYG,26,WR,10,1,,,0,,,1.0,12.0,0,12.0,12.0,252
Jaylen Samuels,HOU,25,RB,3,0,,,0,,,1.0,0.0,0,0.0,0.0,23
Boston Scott,PHI,26,RB,16,4,,,0,,,1.0,13.0,0,13.0,13.0,469
Shi Smith,CAR,23,WR,6,0,,,0,,,1.0,24.0,0,24.0,24.0,125
Equanimeous St. Brown,GNB,25,WR,13,2,,,0,,,1.0,17.0,0,17.0,17.0,129
M.J. Stewart,CLE,26,DB,13,3,,,0,,,1.0,20.0,0,20.0,20.0,20
J.J. Taylor,NWE,23,RB,5,0,,,0,,,1.0,25.0,0,25.0,25.0,70
Tommy Tremble,CAR,21,TE,16,11,,,0,,,1.0,21.0,0,21.0,21.0,212
Ke'Shawn Vaughn,TAM,24,RB,12,1,,,0,,,1.0,15.0,0,15.0,15.0,221
Jonathan Ward,ARI,24,RB,13,0,,,0,,,1.0,16.0,0,16.0,16.0,83
Jordan Wilkins,2TM,27,RB,5,0,,,0,,,1.0,17.0,0,17.0,17.0,17
Albert Wilson,MIA,29,WR,14,5,,,0,,,1.0,2.0,0,2.0,2.0,232
